Aphrika	Afriko
Katiguriya:1724	Kategorio:1724
Katiguriya:1728	Kategorio:1728
Katiguriya:1731	Kategorio:1731
Katiguriya:1732	Kategorio:1732
Katiguriya:1733	Kategorio:1733
Katiguriya:1738	Kategorio:1738
Katiguriya:1740	Kategorio:1740
Katiguriya:1741	Kategorio:1741
Katiguriya:1743	Kategorio:1743
Katiguriya:1747	Kategorio:1747
Katiguriya:1748	Kategorio:1748
Katiguriya:1749	Kategorio:1749
Katiguriya:1750	Kategorio:1750
Katiguriya:Wañusqa 1750	Kategorio:Mortintoj en 1750
Katiguriya:1752	Kategorio:1752
Katiguriya:1753	Kategorio:1753
Katiguriya:1754	Kategorio:1754
Katiguriya:1755	Kategorio:1755
Katiguriya:1756	Kategorio:1756
Katiguriya:1757	Kategorio:1757
Katiguriya:1758	Kategorio:1758
Katiguriya:1759	Kategorio:1759
Katiguriya:1760	Kategorio:1760
Katiguriya:1761	Kategorio:1761
Katiguriya:1762	Kategorio:1762
Katiguriya:1763	Kategorio:1763
Katiguriya:1768	Kategorio:1768
Katiguriya:1770	Kategorio:1770
Katiguriya:1772	Kategorio:1772
Katiguriya:1773	Kategorio:1773
Katiguriya:1774	Kategorio:1774
Katiguriya:1776	Kategorio:1776
Katiguriya:1777	Kategorio:1777
Katiguriya:Wañusqa 1779	Kategorio:Mortintoj en 1779
Katiguriya:1781	Kategorio:1781
Katiguriya:1782	Kategorio:1782
Katiguriya:1783	Kategorio:1783
Katiguriya:1784	Kategorio:1784
Katiguriya:1786	Kategorio:1786
Katiguriya:1788	Kategorio:1788
Katiguriya:1790	Kategorio:1790
Katiguriya:1791	Kategorio:1791
Katiguriya:Wañusqa 1791	Kategorio:Mortintoj en 1791
Katiguriya:1792	Kategorio:1792
Katiguriya:1794	Kategorio:1794
Katiguriya:1795	Kategorio:1795
Katiguriya:Wañusqa 1797	Kategorio:Mortintoj en 1797
Katiguriya:1798	Kategorio:1798
Katiguriya:1799	Kategorio:1799
Katiguriya:1800	Kategorio:1800
Katiguriya:1801	Kategorio:1801
Katiguriya:1802	Kategorio:1802
Katiguriya:Paqarisqa 1802	Kategorio:Naskiĝintoj en 1802
Katiguriya:1803	Kategorio:1803
Katiguriya:1804	Kategorio:1804
Katiguriya:Wañusqa 1804	Kategorio:Mortintoj en 1804
Katiguriya:1805	Kategorio:1805
Katiguriya:1806	Kategorio:1806
Katiguriya:Baden-Württemberg	Kategorio:Baden-Virtembergo
Katiguriya:1807	Kategorio:1807
Katiguriya:1809	Kategorio:1809
Katiguriya:1810	Kategorio:1810
Katiguriya:Wañusqa 1810	Kategorio:Mortintoj en 1810
Katiguriya:1811	Kategorio:1811
Katiguriya:Paqarisqa 1811	Kategorio:Naskiĝintoj en 1811
Katiguriya:Wañusqa 1811	Kategorio:Mortintoj en 1811
Katiguriya:1813	Kategorio:1813
Katiguriya:1814	Kategorio:1814
Katiguriya:Wañusqa 1814	Kategorio:Mortintoj en 1814
Katiguriya:1815	Kategorio:1815
Katiguriya:Wañusqa 1815	Kategorio:Mortintoj en 1815
Katiguriya:1816	Kategorio:1816
Katiguriya:Wañusqa 1816	Kategorio:Mortintoj en 1816
Katiguriya:Wañusqa 1817	Kategorio:Mortintoj en 1817
Katiguriya:1818	Kategorio:1818
Katiguriya:1819	Kategorio:1819
Katiguriya:Wañusqa 1819	Kategorio:Mortintoj en 1819
Katiguriya:1820	Kategorio:1820
Katiguriya:Wañusqa 1820	Kategorio:Mortintoj en 1820
Katiguriya:Wañusqa 1821	Kategorio:Mortintoj en 1821
Katiguriya:1823	Kategorio:1823
Katiguriya:Wañusqa 1824	Kategorio:Mortintoj en 1824
Katiguriya:Wañusqa 1825	Kategorio:Mortintoj en 1825
Katiguriya:1827	Kategorio:1827
Katiguriya:Wañusqa 1828	Kategorio:Mortintoj en 1828
Katiguriya:1830	Kategorio:1830
Katiguriya:Wañusqa 1831	Kategorio:Mortintoj en 1831
Katiguriya:Wañusqa 1832	Kategorio:Mortintoj en 1832
Katiguriya:Wañusqa 1833	Kategorio:Mortintoj en 1833
Katiguriya:1834	Kategorio:1834
Katiguriya:1835	Kategorio:1835
Katiguriya:1836	Kategorio:1836
Katiguriya:Wañusqa 1836	Kategorio:Mortintoj en 1836
Katiguriya:Qucha (Hukllachasqa Amirika Suyukuna)	Kategorio:Lagoj en Usono
Katiguriya:1838	Kategorio:1838
Katiguriya:Wañusqa 1838	Kategorio:Mortintoj en 1838
Katiguriya:1839	Kategorio:1839
Katiguriya:1840	Kategorio:1840
Katiguriya:Wañusqa 1840	Kategorio:Mortintoj en 1840
Katiguriya:Wañusqa 1841	Kategorio:Mortintoj en 1841
Katiguriya:1842	Kategorio:1842
Katiguriya:Wañusqa 1842	Kategorio:Mortintoj en 1842
Katiguriya:1843	Kategorio:1843
Katiguriya:Wañusqa 1843	Kategorio:Mortintoj en 1843
Katiguriya:Wañusqa 1844	Kategorio:Mortintoj en 1844
Katiguriya:Wañusqa 1845	Kategorio:Mortintoj en 1845
Katiguriya:1846	Kategorio:1846
Katiguriya:1847	Kategorio:1847
Katiguriya:Wañusqa 1847	Kategorio:Mortintoj en 1847
Katiguriya:1848	Kategorio:1848
Katiguriya:1849	Kategorio:1849
Katiguriya:Wañusqa 1849	Kategorio:Mortintoj en 1849
Katiguriya:Wañusqa 1850	Kategorio:Mortintoj en 1850
Katiguriya:1851	Kategorio:1851
Katiguriya:1852	Kategorio:1852
Katiguriya:1853	Kategorio:1853
Katiguriya:Wañusqa 1853	Kategorio:Mortintoj en 1853
Katiguriya:1854	Kategorio:1854
Katiguriya:Wañusqa 1854	Kategorio:Mortintoj en 1854
Katiguriya:Wañusqa 1855	Kategorio:Mortintoj en 1855
Katiguriya:1856	Kategorio:1856
Katiguriya:Wañusqa 1856	Kategorio:Mortintoj en 1856
Katiguriya:1857	Kategorio:1857
Katiguriya:Wañusqa 1857	Kategorio:Mortintoj en 1857
Katiguriya:1858	Kategorio:1858
Katiguriya:Wañusqa 1858	Kategorio:Mortintoj en 1858
Katiguriya:1859	Kategorio:1859
Katiguriya:Wañusqa 1859	Kategorio:Mortintoj en 1859
Katiguriya:1860	Kategorio:1860
Katiguriya:1861	Kategorio:1861
Katiguriya:Wañusqa 1861	Kategorio:Mortintoj en 1861
Katiguriya:1862	Kategorio:1862
Katiguriya:1863	Kategorio:1863
Katiguriya:1864	Kategorio:1864
Katiguriya:Wañusqa 1864	Kategorio:Mortintoj en 1864
Katiguriya:1865	Kategorio:1865
Katiguriya:Wañusqa 1865	Kategorio:Mortintoj en 1865
Katiguriya:1866	Kategorio:1866
Katiguriya:Wañusqa 1866	Kategorio:Mortintoj en 1866
Katiguriya:Wañusqa 1867	Kategorio:Mortintoj en 1867
Katiguriya:1868	Kategorio:1868
Katiguriya:1869	Kategorio:1869
Katiguriya:Wañusqa 1869	Kategorio:Mortintoj en 1869
Katiguriya:1870	Kategorio:1870
Katiguriya:Wañusqa 1870	Kategorio:Mortintoj en 1870
Katiguriya:1871	Kategorio:1871
Katiguriya:Wañusqa 1871	Kategorio:Mortintoj en 1871
Katiguriya:1872	Kategorio:1872
Katiguriya:Wañusqa 1872	Kategorio:Mortintoj en 1872
Katiguriya:Wañusqa 1873	Kategorio:Mortintoj en 1873
Katiguriya:1874	Kategorio:1874
Katiguriya:1875	Kategorio:1875
Katiguriya:1876	Kategorio:1876
Katiguriya:Wañusqa 1876	Kategorio:Mortintoj en 1876
Katiguriya:1877	Kategorio:1877
Katiguriya:Wañusqa 1877	Kategorio:Mortintoj en 1877
Katiguriya:Wañusqa 1878	Kategorio:Mortintoj en 1878
Katiguriya:1879	Kategorio:1879
Katiguriya:Wañusqa 1879	Kategorio:Mortintoj en 1879
Katiguriya:1880	Kategorio:1880
Katiguriya:1881	Kategorio:1881
Katiguriya:1882	Kategorio:1882
Katiguriya:1883	Kategorio:1883
Katiguriya:1884	Kategorio:1884
Katiguriya:1885	Kategorio:1885
Katiguriya:Wañusqa 1885	Kategorio:Mortintoj en 1885
Katiguriya:1886	Kategorio:1886
Katiguriya:Wañusqa 1886	Kategorio:Mortintoj en 1886
Katiguriya:1887	Kategorio:1887
Katiguriya:Wañusqa 1887	Kategorio:Mortintoj en 1887
Katiguriya:1889	Kategorio:1889
Katiguriya:Wañusqa 1889	Kategorio:Mortintoj en 1889
Katiguriya:1890	Kategorio:1890
Katiguriya:Wañusqa 1890	Kategorio:Mortintoj en 1890
Katiguriya:1891	Kategorio:1891
Katiguriya:Wañusqa 1891	Kategorio:Mortintoj en 1891
Katiguriya:1892	Kategorio:1892
Katiguriya:Wañusqa 1892	Kategorio:Mortintoj en 1892
Katiguriya:1893	Kategorio:1893
Katiguriya:Wañusqa 1893	Kategorio:Mortintoj en 1893
Katiguriya:1894	Kategorio:1894
Katiguriya:Wañusqa 1894	Kategorio:Mortintoj en 1894
Katiguriya:1895	Kategorio:1895
Katiguriya:Wañusqa 1895	Kategorio:Mortintoj en 1895
Katiguriya:Wañusqa 1896	Kategorio:Mortintoj en 1896
Katiguriya:1897	Kategorio:1897
Katiguriya:Wañusqa 1897	Kategorio:Mortintoj en 1897
Katiguriya:Wañusqa 1898	Kategorio:Mortintoj en 1898
Katiguriya:1899	Kategorio:1899
Katiguriya:Wañusqa 1899	Kategorio:Mortintoj en 1899
Katiguriya:Wañusqa 1900	Kategorio:Mortintoj en 1900
Katiguriya:Wañusqa 1901	Kategorio:Mortintoj en 1901
Katiguriya:Wañusqa 1905	Kategorio:Mortintoj en 1905
Katiguriya:Wañusqa 1906	Kategorio:Mortintoj en 1906
Katiguriya:Wañusqa 1908	Kategorio:Mortintoj en 1908
Katiguriya:Wañusqa 1909	Kategorio:Mortintoj en 1909
Katiguriya:Wañusqa 1910	Kategorio:Mortintoj en 1910
Katiguriya:Wañusqa 1912	Kategorio:Mortintoj en 1912
Katiguriya:Wañusqa 1913	Kategorio:Mortintoj en 1913
Katiguriya:Wañusqa 1914	Kategorio:Mortintoj en 1914
Katiguriya:Wañusqa 1915	Kategorio:Mortintoj en 1915
Katiguriya:Wañusqa 1916	Kategorio:Mortintoj en 1916
Katiguriya:Wañusqa 1917	Kategorio:Mortintoj en 1917
Katiguriya:Wañusqa 1918	Kategorio:Mortintoj en 1918
Katiguriya:Wañusqa 1919	Kategorio:Mortintoj en 1919
Katiguriya:Wañusqa 1920	Kategorio:Mortintoj en 1920
Katiguriya:Wañusqa 1921	Kategorio:Mortintoj en 1921
Katiguriya:Wañusqa 1923	Kategorio:Mortintoj en 1923
Katiguriya:Wañusqa 1925	Kategorio:Mortintoj en 1925
Katiguriya:Wañusqa 1926	Kategorio:Mortintoj en 1926
Katiguriya:Wañusqa 1927	Kategorio:Mortintoj en 1927
Katiguriya:Wañusqa 1932	Kategorio:Mortintoj en 1932
Katiguriya:Wañusqa 1935	Kategorio:Mortintoj en 1935
Katiguriya:Wañusqa 1936	Kategorio:Mortintoj en 1936
Katiguriya:Wañusqa 1939	Kategorio:Mortintoj en 1939
Katiguriya:Wañusqa 1940	Kategorio:Mortintoj en 1940
Katiguriya:Wañusqa 1941	Kategorio:Mortintoj en 1941
Katiguriya:Wañusqa 1944	Kategorio:Mortintoj en 1944
Katiguriya:Wañusqa 1948	Kategorio:Mortintoj en 1948
Katiguriya:Wañusqa 1951	Kategorio:Mortintoj en 1951
Katiguriya:Wañusqa 1952	Kategorio:Mortintoj en 1952
Katiguriya:Wañusqa 1953	Kategorio:Mortintoj en 1953
Katiguriya:Wañusqa 1954	Kategorio:Mortintoj en 1954
Katiguriya:Wañusqa 1955	Kategorio:Mortintoj en 1955
Katiguriya:Wañusqa 1956	Kategorio:Mortintoj en 1956
Katiguriya:Wañusqa 1957	Kategorio:Mortintoj en 1957
Katiguriya:Wañusqa 1958	Kategorio:Mortintoj en 1958
Katiguriya:1961	Kategorio:1961
Katiguriya:1964	Kategorio:1964
Katiguriya:Wañusqa 1964	Kategorio:Mortintoj en 1964
Katiguriya:1965	Kategorio:1965
Katiguriya:Wañusqa 1965	Kategorio:Mortintoj en 1965
Katiguriya:1966	Kategorio:1966
Katiguriya:1967	Kategorio:1967
Katiguriya:Wañusqa 1967	Kategorio:Mortintoj en 1967
Katiguriya:Wañusqa 1968	Kategorio:Mortintoj en 1968
Katiguriya:1969	Kategorio:1969
Katiguriya:1970	Kategorio:1970
Katiguriya:Wañusqa 1970	Kategorio:Mortintoj en 1970
Katiguriya:Wañusqa 1971	Kategorio:Mortintoj en 1971
Katiguriya:1972	Kategorio:1972
Katiguriya:Wañusqa 1972	Kategorio:Mortintoj en 1972
Katiguriya:1973	Kategorio:1973
Katiguriya:Wañusqa 1973	Kategorio:Mortintoj en 1973
Katiguriya:1974	Kategorio:1974
Katiguriya:1975	Kategorio:1975
Katiguriya:1976	Kategorio:1976
Katiguriya:Wañusqa 1977	Kategorio:Mortintoj en 1977
Katiguriya:1978	Kategorio:1978
Katiguriya:1979	Kategorio:1979
Katiguriya:1980	Kategorio:1980
Katiguriya:1981	Kategorio:1981
Katiguriya:1982	Kategorio:1982
Katiguriya:Wañusqa 1982	Kategorio:Mortintoj en 1982
Katiguriya:1983	Kategorio:1983
Katiguriya:Wañusqa 1983	Kategorio:Mortintoj en 1983
Katiguriya:1984	Kategorio:1984
Katiguriya:Wañusqa 1984	Kategorio:Mortintoj en 1984
Katiguriya:1985	Kategorio:1985
Katiguriya:Wañusqa 1985	Kategorio:Mortintoj en 1985
Katiguriya:1986	Kategorio:1986
Katiguriya:1987	Kategorio:1987
Katiguriya:Wañusqa 1987	Kategorio:Mortintoj en 1987
Katiguriya:1988	Kategorio:1988
Katiguriya:1989	Kategorio:1989
Katiguriya:Wañusqa 1989	Kategorio:Mortintoj en 1989
Katiguriya:1990	Kategorio:1990
Katiguriya:Wañusqa 1990	Kategorio:Mortintoj en 1990
Katiguriya:1991	Kategorio:1991
Katiguriya:1992	Kategorio:1992
Katiguriya:1993	Kategorio:1993
Katiguriya:1994	Kategorio:1994
Katiguriya:1995	Kategorio:1995
Katiguriya:Wañusqa 1995	Kategorio:Mortintoj en 1995
Katiguriya:1996	Kategorio:1996
Katiguriya:Wañusqa 1996	Kategorio:Mortintoj en 1996
Katiguriya:1997	Kategorio:1997
Katiguriya:Wañusqa 1997	Kategorio:Mortintoj en 1997
Katiguriya:1999	Kategorio:1999
Katiguriya:2000	Kategorio:2000
Katiguriya:Wañusqa 2000	Kategorio:Mortintoj en 2000
Katiguriya:2001	Kategorio:2001
Katiguriya:Wañusqa 2001	Kategorio:Mortintoj en 2001
Katiguriya:2002	Kategorio:2002
Katiguriya:Wañusqa 2002	Kategorio:Mortintoj en 2002
Katiguriya:Wañusqa 2003	Kategorio:Mortintoj en 2003
Katiguriya:2004	Kategorio:2004
Katiguriya:Wañusqa 2004	Kategorio:Mortintoj en 2004
Katiguriya:2005	Kategorio:2005
Katiguriya:2006	Kategorio:2006
Katiguriya:Wañusqa 2006	Kategorio:Mortintoj en 2006
Katiguriya:2007	Kategorio:2007
Katiguriya:2008	Kategorio:2008
Katiguriya:2009	Kategorio:2009
Katiguriya:2010	Kategorio:2010
Katiguriya:2011	Kategorio:2011
Katiguriya:Mayu (Mama llaqta)	Kategorio:Riveroj laŭ lando
Katiguriya:Antanka pampa (Mama llaqta)	Kategorio:Flughavenoj laŭ landoj
Katiguriya:Walla (Mama llaqta)	Kategorio:Montaroj laŭ landoj
Katiguriya:Wat'a (Mama llaqta)	Kategorio:Insuloj laŭ landoj
Katiguriya:Flora (Mama llaqta)	Kategorio:Plantoj laŭ landoj
Katiguriya:Musika (Mama llaqta)	Kategorio:Muziko laŭ nacieco
Katiguriya:Qucha (Mama llaqta)	Kategorio:Lagoj laŭ lando
Katiguriya:Wiñay kawsay (Watimala)	Kategorio:Historio de Gvatemalo
Katiguriya:Wiñay kawsay (Grisya)	Kategorio:Historio de Grekio
Katiguriya:Wiñay kawsay (Ithiyupya)	Kategorio:Historio de Etiopio
Katiguriya:Wiñay kawsay (Iqiptu)	Kategorio:Historio de Egiptio
Katiguriya:Urqu (Mama llaqta)	Kategorio:Montoj laŭ landoj
Katiguriya:Wiñay kawsay (Arhintina)	Kategorio:Historio de Argentino
Katiguriya:Wiñay kawsay (Ispaña)	Kategorio:Historio de Hispanio
Katiguriya:Wiñay kawsay (Ikwadur)	Kategorio:Historio de Ekvadoro
Katiguriya:Wiñay kawsay (Kanada)	Kategorio:Historio de Kanado
Katiguriya:Kurku kallpanchay (Grisya)	Kategorio:Sporto en Grekio
Katiguriya:Kurku kallpanchay (Alimanya)	Kategorio:Sporto en Germanio
Katiguriya:Kañina	Kategorio:Monunuoj
Katiguriya:Kurku kallpanchay (Arhintina)	Kategorio:Sporto en Argentino
Katiguriya:Kurku kallpanchay (Nihun)	Kategorio:Sporto en Japanio
Katiguriya:Kurku kallpanchay (Chunwa)	Kategorio:Sporto en Ĉinio
Katiguriya:Kurku kallpanchay (Piruw)	Kategorio:Sporto en Peruo
Katiguriya:Piluta hayt'ay (Sirbya)	Kategorio:Futbalo en Serbio
Katiguriya:Piluta hayt'ay (Arhintina)	Kategorio:Futbalo en Argentino
Katiguriya:Amachasqa sallqa suyukuna (Mama llaqta)	Kategorio:Protektitaj areoj laŭ landoj
Katiguriya:Allpamanta yachaykuna (Buliwya)	Kategorio:Geografio de Bolivio
Katiguriya:Allpamanta yachaykuna (Brasil)	Kategorio:Geografio de Brazilo
Plantilla:Ruwaq:ca-2	Ŝablono:Vikipediisto ca-2
Katiguriya:Allpamanta yachaykuna (Sudan)	Kategorio:Geografio de Sudano
Katiguriya:Allpamanta yachaykuna (Ispaña)	Kategorio:Geografio de Hispanio
Katiguriya:Allpamanta yachaykuna (Ilanda)	Kategorio:Geografio de Irlando
Katiguriya:Allpamanta yachaykuna (Ikwadur)	Kategorio:Geografio de Ekvadoro
Katiguriya:Mayu	Kategorio:Riveroj
Katiguriya:Allpamanta yachaykuna (Uganda)	Kategorio:Geografio de Ugando
Katiguriya:Allpamanta yachaykuna (Chili)	Kategorio:Geografio de Ĉilio
Katiguriya:Allpamanta yachaykuna (Kulumbya)	Kategorio:Geografio de Kolombio
Plantilla:Ruwaq:fi-2	Ŝablono:Vikipediisto fi-2
Plantilla:Ruwaq:fi-3	Ŝablono:Vikipediisto fi-3
Katiguriya:Allpamanta yachaykuna (Parawayi)	Kategorio:Geografio de Paragvajo
Katiguriya:Allpamanta yachaykuna (Piruw)	Kategorio:Geografio de Peruo
Katiguriya:Allpamanta yachaykuna (Phinsuyu)	Kategorio:Geografio de Finnlando
Katiguriya:Allpamanta yachaykuna (Unriya)	Kategorio:Geografio de Hungario
Katiguriya:Ch'in pacha (Mama llaqta)	Kategorio:Dezertoj laŭ landoj
Katiguriya:Pulitika rakiy (Alimanya)	Kategorio:Subdividoj de Germanio
Katiguriya:Mayu (Rusiya)	Kategorio:Riveroj en Rusio
Plantilla:Ruwaq:ru-1	Ŝablono:Vikipediisto ru-1
Katiguriya:Mayu (Buliwya)	Kategorio:Riveroj en Bolivio
Katiguriya:Mayu (Brasil)	Kategorio:Riveroj en Brazilo
Katiguriya:Mayu (Sudan)	Kategorio:Riveroj en Sudano
Katiguriya:Mayu (Arhintina)	Kategorio:Riveroj en Argentino
Katiguriya:Mayu (Ilanda)	Kategorio:Riveroj en Irlando
Katiguriya:Mayu (Awstralya)	Kategorio:Riveroj en Aŭstralio
Katiguriya:Mayu (Piruw)	Kategorio:Riveroj en Peruo
Katiguriya:Allwiya kamayuqkuna (Mama llaqta)	Kategorio:Inĝenieroj laŭ landoj
Katiguriya:Hampikamayuq (Mama llaqta)	Kategorio:Kuracistoj laŭ landoj
Plantilla:Ruwaq:zh-1	Ŝablono:Vikipediisto zh-1
Katiguriya:Ministru (Mama llaqta)	Kategorio:Ministroj laŭ landoj
Katiguriya:Llimphiq (Mama llaqta)	Kategorio:Pentristoj laŭ landoj
Katiguriya:Kultura (Buliwya)	Kategorio:Kulturo de Bolivio
Katiguriya:Kultura (Chiksuyu)	Kategorio:Kulturo de Ĉeĥio
Katiguriya:Kultura (Chili)	Kategorio:Kulturo de Ĉilio
Katiguriya:Sambya	Kategorio:Zambio
Katiguriya:Pulitiku (Parawayi)	Kategorio:Paragvajaj politikistoj
Katiguriya:Sinigal	Kategorio:Senegalo
Katiguriya:Wat'a (Phinsuyu)	Kategorio:Insuloj en Finnlando
Katiguriya:Nina urqu (Mama llaqta)	Kategorio:Vulkanoj laŭ landoj
Katiguriya:Pulitiku (Mama llaqta)	Kategorio:Politikistoj laŭ ŝtatoj
Katiguriya:Allpamanta yachaykuna (Awya Yala)	Kategorio:Geografio de Ameriko
Katiguriya:Wiñay kawsay (Rusiya)	Kategorio:Historio de Rusio
Katiguriya:Wiñay kawsay (Mishiku)	Kategorio:Historio de Meksiko
Katiguriya:Wiñay kawsay (Piruw)	Kategorio:Historio de Peruo
Katiguriya:Kurku kallpanchay (Urasuyu)	Kategorio:Sporto en Nederlando
Katiguriya:Kurku kallpanchay (Hukllachasqa Amirika Suyukuna)	Kategorio:Sporto en Usono
Katiguriya:Kurku kallpanchay (Ispaña)	Kategorio:Sporto en Hispanio
Katiguriya:Kurku kallpanchay (Uruwayi)	Kategorio:Sporto en Urugvajo
Katiguriya:Kurku kallpanchay (Israyil)	Kategorio:Sporto en Israelo
Katiguriya:Kurku kallpanchay (Ransiya)	Kategorio:Sporto en Francio
Katiguriya:Sichillakuna	Kategorio:Sejŝeloj
Katiguriya:Piluta hayt'ay (Urasuyu)	Kategorio:Futbalo en Nederlando
Katiguriya:Simbabwi	Kategorio:Zimbabvo
Katiguriya:Piluta hayt'ay (Brasil)	Kategorio:Futbalo en Brazilo
Katiguriya:Piluta hayt'ay (Italya)	Kategorio:Futbalo en Italio
Katiguriya:Piluta hayt'ay (Kulumbya)	Kategorio:Futbalo en Kolombio
Katiguriya:Sinru qillqa: Llaqta (Mama llaqta)	Kategorio:Listoj de urboj laŭ lando
Katiguriya:Allpamanta yachaykuna (Iskusya)	Kategorio:Geografio de Skotlando
Katiguriya:Allpamanta yachaykuna (Hukllachasqa Qhapaq Suyu)	Kategorio:Geografio de Britio
Katiguriya:Allpamanta yachaykuna (Iqiptu)	Kategorio:Geografio de Egiptio
Katiguriya:Allpamanta yachaykuna (Tansanya)	Kategorio:Geografio de Tanzanio
Katiguriya:Sumalya	Kategorio:Somalio
Katiguriya:Chad	Kategorio:Ĉado
Katiguriya:Uganda	Kategorio:Ugando
Katiguriya:Chawpi Aphrika Ripuwlika	Kategorio:Centr-Afrika Respubliko
Katiguriya:Mayu (Urasuyu)	Kategorio:Riveroj en Nederlando
Katiguriya:Mayu (Rwanda)	Kategorio:Geografio de Ruando
Katiguriya:Mayu (Hukllachasqa Amirika Suyukuna)	Kategorio:Riveroj en Usono
Katiguriya:Mayu (Burundi)	Kategorio:Riveroj en Burundo
Katiguriya:Mayu (Uganda)	Kategorio:Riveroj en Ugando
Katiguriya:Mayu (Iqiptu)	Kategorio:Riveroj en Egiptio
Katiguriya:Mayu (Tansanya)	Kategorio:Riveroj en Tanzanio
Katiguriya:Mayu (Parawayi)	Kategorio:Riveroj en Paragvajo
Katiguriya:Mayu (Unriya)	Kategorio:Riveroj en Hungario
Katiguriya:Wasichay kamayuqkuna (Mama llaqta)	Kategorio:Arkitektoj laŭ landoj
Katiguriya:Buliwyanu	Kategorio:Bolivianoj
Katiguriya:Nihunniyuq	Kategorio:Japanoj
Katiguriya:30 kñ	Kategorio:-30
Katiguriya:Aranwa	Kategorio:Teatro
Katiguriya:44 kñ	Kategorio:44 a.K.
Katiguriya:Takiq (Mama llaqta)	Kategorio:Kantistoj laŭ landoj
Katiguriya:Allwiya kamayuqkuna	Kategorio:Inĝenieroj
Katiguriya:Simikunamanta yachaq	Kategorio:Lingvistoj
Katiguriya:Fauna (Chili)	Kategorio:Faŭno de Ĉilio
Katiguriya:63 kñ	Kategorio:-63
Katiguriya:Piluta hayt'aq (Hukllachasqa Amirika Suyukuna)	Kategorio:Usonaj futbalistoj
Katiguriya:69 kñ	Kategorio:-69
Katiguriya:88 kñ	Kategorio:-88
Katiguriya:Piluta hayt'aq (Arhintina)	Kategorio:Argentinaj futbalistoj
Katiguriya:Uma kamayuq (Hukllachasqa Qhapaq Suyu)	Kategorio:Ĉefministroj de Britio
Katiguriya:Piluta hayt'aq (Brasil)	Kategorio:Brazilaj futbalistoj
Katiguriya:Philipinakuna	Kategorio:Filipinoj
Katiguriya:Takiq (Arhintina)	Kategorio:Argentinaj kantistoj
Katiguriya:Takiq (Hukllachasqa Qhapaq Suyu)	Kategorio:Britaj kantistoj
Katiguriya:Takiq (Shamayca)	Kategorio:Jamajkaj kantistoj
Katiguriya:Takiq (Kulumbya)	Kategorio:Kolombiaj kantistoj
Katiguriya:User nl	Kategorio:Vikipediisto nl
Katiguriya:Ruwaq:no	Kategorio:Vikipediisto no
Katiguriya:Allwiya kamayuqkuna (Hukllachasqa Amirika Suyukuna)	Kategorio:Usonaj inĝenieroj
Katiguriya:Ruwaq:zh-1	Kategorio:Vikipediisto zh-1
Katiguriya:Qhapaq (Maruku)	Kategorio:Reĝoj de Maroko
Katiguriya:Qhapaq (Ispaña)	Kategorio:Hispanaj reĝoj
Katiguriya:Arminya	Kategorio:Armenio
Katiguriya:Butan	Kategorio:Butano
Katiguriya:Aranway pukllaq (Mishiku)	Kategorio:Meksikaj aktoroj
Katiguriya:Aranway pukllaq (Suysya)	Kategorio:Svedaj aktoroj
Katiguriya:Aranway pukllaq (Ispaña)	Kategorio:Hispanaj aktoroj
Katiguriya:Aranway pukllaq (Hukllachasqa Qhapaq Suyu)	Kategorio:Britaj aktoroj
Katiguriya:Aranway pukllaq (Italya)	Kategorio:Italaj aktoroj
Katiguriya:Qillqa	Kategorio:Skribo
Katiguriya:Umalliq (Sudan)	Kategorio:Prezidantoj de Sudano
Katiguriya:Umalliq (Butswana)	Kategorio:Bocvanaj prezidantoj
Katiguriya:Umalliq (Burundi)	Kategorio:Prezidantoj de Burundo
Katiguriya:Umalliq (Bilarus)	Kategorio:Prezidantoj de Belorusio
Katiguriya:Umalliq (Kartulsuyu)	Kategorio:Prezidantoj de Kartvelio
Katiguriya:Kurku kallpanchay (Italya)	Kategorio:Sporto en Italio
Katiguriya:Umalliq (Watimala)	Kategorio:Prezidantoj de Gvatemalo
Katiguriya:Umalliq (Law suyu)	Kategorio:Prezidantoj de Laoso
Katiguriya:Umalliq (Madagaskar)	Kategorio:Prezidantoj de Madagaskaro
Katiguriya:Uma kamayuq (Albanya)	Kategorio:Ĉefministroj de Albanio
Katiguriya:Uma kamayuq (Pakistan)	Kategorio:Ĉefministroj de Pakistano
Katiguriya:Uma kamayuq (Sawud Arabya)	Kategorio:Ĉefministroj de Sauda Arabio
Katiguriya:Uma kamayuq (Hurwatsuyu)	Kategorio:Ĉefministroj de Kroatio
Katiguriya:Sirya	Kategorio:Sirio
Katiguriya:Wañusqa 1945	Kategorio:Mortintoj en 1945
Katiguriya:Isanka rump'u	Kategorio:Korbopilkado
Katiguriya:Wañusqa 1963	Kategorio:Mortintoj en 1963
Katiguriya:1833	Kategorio:1833
Katiguriya:Bilhikayuq	Kategorio:Belgoj
Katiguriya:1832	Kategorio:1832
Katiguriya:Wañusqa 1930	Kategorio:Mortintoj en 1930
Katiguriya:1822	Kategorio:1822
Katiguriya:Llimphiq (Mishiku)	Kategorio:Meksikaj pentristoj
Katiguriya:Pulitiku (Rusiya)	Kategorio:Politikistoj de Rusio
Katiguriya:Nawidad	Kategorio:Kristnasko
Katiguriya:1 ñiqin pachakwata	Kategorio:1-a jarcento
Katiguriya:14 ñiqin pachakwata	Kategorio:14-a jarcento
Katiguriya:Pachakwata	Kategorio:Jarcentoj
