Aprika	Afriko
Kategorya:Ipinanganak noong 1998	Kategorio:Naskiĝintoj en 1998
Kategorya:Mga Hudyo	Kategorio:Judoj
Kategorya:Namatay noong 1492	Kategorio:Mortintoj en 1492
Kategorya:Ipinanganak noong 1834	Kategorio:Naskiĝintoj en 1834
Kategorya:Namatay noong 1720	Kategorio:Mortintoj en 1720
Kategorya:Namatay noong 1508	Kategorio:Mortintoj en 1508
Padron:Logo fur	Ŝablono:Informkesto emblemo
Kategorya:Malpighiales	Kategorio:Malpigialoj
Padron:Familytree/end	Ŝablono:Genealogia arbo/fino
Kategorya:Ika-19 siglo	Kategorio:19-a jarcento
Kategorya:Manunulat	Kategorio:Verkistoj
Padron:Paglabag sa Karapatang-ari	Ŝablono:Neglekto de aŭtororajto
Kategorya:Militar	Kategorio:Armitaj fortoj
Kategorya:Mga pamantasan	Kategorio:Universitatoj
Padron:Hidden begin	Ŝablono:Kaŝskatolo komenco
Padron:ParmPart	Ŝablono:ParmPart
Padron:Mga estado ng Alemanya	Ŝablono:Federaciaj landoj de Germanio
Padron:Lang-he	Ŝablono:Lang-he
Padron:ATF	Ŝablono:ATF
Padron:PD-US	Ŝablono:PD-US
Padron:Infobox book	Ŝablono:Informkesto libro
Padron:User pt-1	Ŝablono:Vikipediisto pt-1
Kategorya:1931	Kategorio:1931
Kategorya:1958	Kategorio:1958
Kategorya:1956	Kategorio:1956
Kategorya:1944	Kategorio:1944
Kategorya:Enero	Kategorio:Januaro
Kategorya:1916	Kategorio:1916
Kategorya:Politika ayon sa kontinente	Kategorio:Politiko laŭ kontinentoj
Kategorya:1939	Kategorio:1939
Padron:Lang-fa	Ŝablono:Lang-fa
Kategorya:1909	Kategorio:1909
Padron:User male	Ŝablono:Uzanto Viro
Padron:Infobox civilian attack	Ŝablono:Informkesto terorisma atako
Kategorya:Mga partidong pampolitika sa Sweden	Kategorio:Politikaj partioj de Svedio
Padron:GTM	Ŝablono:GTM
Padron:GUM	Ŝablono:GUM
Padron:User nl	Ŝablono:Vikipediisto nl
Kategorya:Prepektura ng Fukui	Kategorio:Gubernio Fukui
Padron:PLW	Ŝablono:PLW
Padron:Infobox website	Ŝablono:Informkesto retejo
Padron:Globalize	Ŝablono:Kulturdependa
Kategorya:Ipinanganak noong 2003	Kategorio:Naskiĝintoj en 2003
Padron:Image label end	Ŝablono:Marko sur bildo fino
Padron:SCO	Ŝablono:SCO
Kategorya:Mga pananampalataya, tradisyon, at kilusang panrelihiyon	Kategorio:Religiaj kredoj, tradicioj kaj movadoj
Kategorya:Ipinanganak noong 1415	Kategorio:Naskiĝintoj en 1415
Padron:PD-ineligible	Ŝablono:PD-nekopirajtebla
Kategorya:Teoriya ng kontrol	Kategorio:Rega teorio
Padron:Subpahina ng dokumentasyon	Ŝablono:Ŝablona navigado
Padron:Infobox galaxy	Ŝablono:Informkesto galaksio
Kategorya:Epiko	Kategorio:Eposoj
Padron:Australia	Ŝablono:Aŭstraliaj ŝtatoj kaj teritorioj
Padron:Estado at Teritoryo ng India	Ŝablono:Ŝtatoj de Barato
Padron:GIB	Ŝablono:GIB
Padron:Ref label	Ŝablono:Markita referenco
Padron:GHA	Ŝablono:GHA
Padron:GMB	Ŝablono:GAM
Padron:Uncategorized	Ŝablono:Mankas kategorio
Padron:DMA	Ŝablono:DMA
Padron:IDN	Ŝablono:IDN
Padron:FRO	Ŝablono:FRO
Padron:ZAF	Ŝablono:ZAF
Padron:CcTLD	Ŝablono:Naciaj domajnoj de plej alta nivelo
Padron:POL	Ŝablono:POL
Kategorya:Pamahalaan ayon sa bansa	Kategorio:Registaroj laŭ landoj
Padron:BWA	Ŝablono:BWA
Kategorya:Mga bituing binaryo	Kategorio:Duopaj steloj
Padron:URY	Ŝablono:URY
Kategorya:Perciformes	Kategorio:Perkoformaj
Padron:CUB	Ŝablono:CUB
Padron:COD	Ŝablono:COD
Padron:BIH	Ŝablono:BIH
Padron:GIN	Ŝablono:GIN
Padron:FIN	Ŝablono:FIN
Padron:Tlx	Ŝablono:Tlx
Padron:Infobox World Heritage Site	Ŝablono:Informkesto Monda Heredaĵo
Kategorya:Articles lacking sources	Kategorio:Senfontaj artikoloj
Padron:Infobox station	Ŝablono:Informkesto Fervoja stacidomo
Kategorya:Pagpinta	Kategorio:Pentrado
Padron:CAN	Ŝablono:CAN
Padron:Infobox sport	Ŝablono:Informkesto Sporta disciplino
Padron:Lang-de1	Ŝablono:Lang-de
Padron:DNK	Ŝablono:DNK
Kategorya:Mga direktor ng pelikula mula sa Pransiya	Kategorio:Francaj reĝisoroj
Padron:Lang-la	Ŝablono:Lang-la
Kategorya:Panahong Helenistiko	Kategorio:Helenisma epoko
Kategorya:Kontrasepsyon	Kategorio:Kontraŭkoncipiloj
Kategorya:Damdamin	Kategorio:Emocioj
Padron:Location map USA	Ŝablono:Situo sur mapo Usono
Padron:World War I	Ŝablono:Unua mondmilito
Kategorya:Kosmolohiya	Kategorio:Kosmologio
Padron:Lang-el	Ŝablono:Lang-el
Padron:FJI	Ŝablono:FJI
Padron:SAU	Ŝablono:SAU
Kategorya:Mga Katalan	Kategorio:Katalunoj
Padron:Userpage	Ŝablono:Uzula paĝo
Padron:DEU	Ŝablono:DEU
Padron:CYM	Ŝablono:CAY
Kategorya:Mga lungsod sa Bayern	Kategorio:Urboj de Bavario
Padron:Infobox Artist	Ŝablono:Informkesto artisto
Padron:SWE	Ŝablono:SWE
Padron:Note label	Ŝablono:Markita noto
Padron:Non-free stamp	Ŝablono:Poŝtmarko
Kategorya:Anatomiya ng halaman	Kategorio:Plantanatomio
Padron:Infobox album	Ŝablono:Informkesto muzikalbumo
Padron:Infobox military person	Ŝablono:Informkesto soldato
Padron:WSM	Ŝablono:WSM
Padron:WLF	Ŝablono:WLF
Kategorya:Mga anyong tubig	Kategorio:Akvaĵoj
Kategorya:Mga bayan at lungsod ng Emilia-Romagna	Kategorio:Komunumoj de Emilio-Romanjo
Padron:Linawin	Ŝablono:Klarigu
Padron:Walang-sanggunian	Ŝablono:Sen fontoj
Indigo (kulay)	Indiga
Kategorya:Mga paliparan sa Biyetnam	Kategorio:Flughavenoj de Vietnamio
Malaking isaw	Kojlo
Kategorya:Mga kompanya	Kategorio:Firmaoj
Kategorya:Etika	Kategorio:Etiko
Kategorya:Mga musiko mula sa Hapon	Kategorio:Japanaj muzikistoj
Padron:Emergency-bot-shutoff	Ŝablono:Butono por forbari robotojn
Kategorya:Heograpiya ng Alemanya	Kategorio:Geografio de Germanio
Kategorya:Mga panalanging Kristiyano	Kategorio:Kristanaj preĝoj
Padron:Image label small	Ŝablono:Marko sur bildo malgranda
Kategorya:Heograpiya ng Canada	Kategorio:Geografio de Kanado
Kategorya:Brassicaceae	Kategorio:Brasikacoj
Padron:Nihongo	Ŝablono:Nihongo
Padron:User fr-3	Ŝablono:Vikipediisto fr-3
Padron:Imdb name	Ŝablono:IMDb nomo
Padron:Ar icon	Ŝablono:Ar
Kategorya:Dibuho	Kategorio:Pentraĵoj
Padron:BMU	Ŝablono:BMU
Padron:ABW	Ŝablono:ABW
Padron:YUG	Ŝablono:Jugoslavio
Kategorya:Tunisia	Kategorio:Tunizio
Padron:PD	Ŝablono:PD
Padron:Th icon	Ŝablono:Th
Padron:Pp-meta	Ŝablono:Pp-meta
Padron:Infobox stadium	Ŝablono:Informkesto stadiono
Padron:ATA	Ŝablono:ATA
Padron:JPN	Ŝablono:JPN
Padron:Mga rehiyon at dibisyon administratiba ng Hapon	Ŝablono:Administra divido de Japanio
Kategorya:Mga larawan sa ilalim ng patas na paggamit	Kategorio:Bildoj sub Justa uzo
Padron:Infobox public transit	Ŝablono:Informkesto publika transporto
Padron:SHN	Ŝablono:SHN
Padron:Silver medal	Ŝablono:Arĝenta medalo
Padron:Bronze medal	Ŝablono:Bronza medalo
Padron:SOM	Ŝablono:SOM
Padron:Infobox international football competition	Ŝablono:Informkesto futbala turniro
Padron:VAT	Ŝablono:VAT
Padron:SWZ	Ŝablono:SWZ
Kategorya:Mga bayan at lungsod ng Veneto	Kategorio:Komunumoj de Veneto
Padron:PAK	Ŝablono:PAK
Padron:Gold medal	Ŝablono:Ora medalo
Padron:Infobox official post	Ŝablono:Informkesto ofico
Kategorya:Mga lungsod ng Hapon	Kategorio:Urboj de Japanio
Kategorya:Mga subdibisyon ayon sa bansa	Kategorio:Teritoria organizado laŭ lando
Padron:Mga Departamento ng Colombia	Ŝablono:Departementoj de Kolombio
Padron:Infobox artwork	Ŝablono:Informkesto Pentraĵo
Padron:ISL	Ŝablono:ISL
Kategorya:Mitolohiyang Gitnang Silangan	Kategorio:Mezorienta mitologio
Kategorya:Mga prinsesa mula sa Espanya	Kategorio:Hispanaj princinoj
Padron:MUS	Ŝablono:MUS
Padron:CCK	Ŝablono:CCK
Padron:NCL	Ŝablono:NCL
Padron:GNB	Ŝablono:GNB
Padron:ERI	Ŝablono:ERI
Padron:MRT	Ŝablono:MRT
Padron:GAB	Ŝablono:GAB
Padron:IRN	Ŝablono:IRN
Padron:MLI	Ŝablono:MLI
Padron:JOR	Ŝablono:JOR
Padron:IOT	Ŝablono:IOT
Padron:TKL	Ŝablono:TKL
Padron:SDN	Ŝablono:SUD
Padron:NIU	Ŝablono:NIU
Padron:NPL	Ŝablono:NPL
Padron:PYF	Ŝablono:PYF
Padron:NAM	Ŝablono:NAM
Padron:MHL	Ŝablono:MHL
Padron:COK	Ŝablono:COK
Padron:PRI	Ŝablono:PRI
Padron:DOM	Ŝablono:DOM
Padron:CAF	Ŝablono:CAF
Padron:MKD	Ŝablono:MKD
Padron:GNQ	Ŝablono:GNQ
Padron:COM	Ŝablono:COM
Pugo (mga ibon)	Koturno
Padron:ESH	Ŝablono:ESH
Padron:LKA	Ŝablono:LKA
Padron:VCT	Ŝablono:VCT
Padron:MWI	Ŝablono:MWI
Padron:TZA	Ŝablono:TZA
Padron:NER	Ŝablono:NER
Padron:COG	Ŝablono:COG
Padron:SMR	Ŝablono:SMR
Padron:MTQ	Ŝablono:MTQ
Padron:MOZ	Ŝablono:MOZ
Padron:SUR	Ŝablono:SUR
Padron:TTO	Ŝablono:TTO
Padron:GUY	Ŝablono:GUY
Padron:ETH	Ŝablono:ETH
Padron:HKG	Ŝablono:HKG
Padron:NGA	Ŝablono:NGA
Padron:FSM	Ŝablono:FSM
Padron:SRB	Ŝablono:SRB
Kategorya:Heograpiya ng Pilipinas	Kategorio:Geografio de la Filipinoj
Padron:KIR	Ŝablono:KIR
Padron:NIC	Ŝablono:NIC
Padron:KNA	Ŝablono:KNA
Padron:SPM	Ŝablono:SPM
Padron:Springer	Ŝablono:Springer
Padron:MNP	Ŝablono:MNP
Padron:SLB	Ŝablono:SLB
Padron:GRL	Ŝablono:GRL
Padron:LBY	Ŝablono:LBY
Padron:LSO	Ŝablono:LES
Padron:BFA	Ŝablono:BFA
Padron:TCD	Ŝablono:TCD
Padron:PRY	Ŝablono:PAR
Padron:ECU	Ŝablono:ECU
Padron:BTN	Ŝablono:BTN
Padron:MDV	Ŝablono:MDV
Padron:SYC	Ŝablono:SYC
Padron:TLS	Ŝablono:TLS
Padron:LCA	Ŝablono:LCA
Padron:SLE	Ŝablono:SLE
Padron:VUT	Ŝablono:VUT
Padron:SGP	Ŝablono:SIN
Padron:MAC	Ŝablono:MAC
Padron:VIR	Ŝablono:VIR
Padron:User en-5	Ŝablono:Vikipediisto en-5
Wikipedia:Help for non-Tagalog speakers	Vikipedio:Diskutejo/Neesperanto
Padron:Araw ng linggo	Ŝablono:Tagoj de la semajno
Kategorya:Esoterismo	Kategorio:Esoterismo
Kategorya:Mga blog	Kategorio:Blogoj
Kategorya:Digmaang Malamig	Kategorio:Malvarma milito
Kategorya:Puerto Rico	Kategorio:Porto-Riko
Upanishad	Upaniŝadoj
Kategorya:User ja-N	Kategorio:Vikipediisto ja-D
Kategorya:User namespace templates	Kategorio:Vikipedio:Ŝablonoj por uzanta paĝo
Padron:Multicol-break	Ŝablono:Kolumnorompo
Kategorya:Mga sustansiyang kimikal	Kategorio:Substancoj
Kategorya:Sharia	Kategorio:Ŝario
Kategorya:Abuso ng karapatang pantao	Kategorio:Malobservo de la homaj rajtoj
Kategorya:Kriptograpiya	Kategorio:Kriptografio
Kategorya:Mga pelikula ayon sa wika	Kategorio:Filmoj laŭ lingvoj
Padron:Cc-by-sa-2.5,2.0,1.0	Ŝablono:Cc-by-sa-2.5,2.0,1.0
Kategorya:Mga bayan at lungsod sa Estados Unidos	Kategorio:Urboj de Usono
Padron:Ref-ca	Ŝablono:Ca
Kategorya:Mga banda mula sa Inglatera	Kategorio:Anglaj muzikaj grupoj
Padron:Lang-ru	Ŝablono:Lang-ru
Kategorya:Ipinanganak noong 1903	Kategorio:Naskiĝintoj en 1903
Kategorya:Ipinanganak noong 1925	Kategorio:Naskiĝintoj en 1925
Kategorya:Ipinanganak noong 1936	Kategorio:Naskiĝintoj en 1936
Kategorya:Ipinanganak noong 1916	Kategorio:Naskiĝintoj en 1916
Kategorya:Ipinanganak noong 1910	Kategorio:Naskiĝintoj en 1910
Kategorya:Ipinanganak noong 1939	Kategorio:Naskiĝintoj en 1939
Kategorya:Wikipedia images	Kategorio:Bildoj
Padron:SWI	Ŝablono:CHE
Kategorya:Poaceae	Kategorio:Poacoj
Kategorya:Ekolohismo	Kategorio:Naturprotektismo
Kategorya:Sanaysay	Kategorio:Eseoj
Padron:Infobox Saint	Ŝablono:Informkesto sanktulo
Padron:Familytree/start	Ŝablono:Genealogia arbo/komenco
Padron:Hidden end	Ŝablono:Kaŝskatolo fino
Padron:Paglilinaw	Ŝablono:Apartigilo
Kategorya:1962	Kategorio:1962
Kategorya:Mga tao mula sa Berlin	Kategorio:Berlinanoj
Kategorya:Mga prosesong pangkimika	Kategorio:Kemiaj procezoj
Kategorya:Mga Alemang Hudyo	Kategorio:Germanaj judoj
Padron:Hindi	Ŝablono:Ne farita
Kategorya:Mga lungsod ng Indonesya	Kategorio:Urboj de Indonezio
Padron:Y	Ŝablono:Hoko
Padron:Category diffuse	Ŝablono:Svarmoplena kategorio
Kategorya:Agham pangkalusugan	Kategorio:Sanscienco
Padron:Ref-uk	Ŝablono:Uk
Kategorya:Infobox templates	Kategorio:Ŝablono:Informkesto
Kategorya:Paggamot	Kategorio:Kuracado
Kategorya:Likas na gas	Kategorio:Tergaso
Kategorya:Mga bayan at lungsod sa British Columbia	Kategorio:Urboj en Brita Kolumbio
Kategorya:Mga bayan at lungsod sa Ontario	Kategorio:Komunumoj en Ontario
Kategorya:Gitnang Silangan	Kategorio:Mezoriento
Padron:Doi	Ŝablono:COI
Kategorya:Mga sirkitong elektriko	Kategorio:Elektraj cirkvitoj
Kategorya:Potograpiya	Kategorio:Fotado
Kategorya:Mga musiko mula sa India	Kategorio:Barataj muzikistoj
Kategorya:Kasaysayan ng Persia	Kategorio:Persa imperio
Kategorya:Alemanyang Nazi	Kategorio:Nazia Germanio
Kategorya:Namatay noong 2013	Kategorio:Mortintoj en 2013
Kategorya:Kasaysayan ng Korea	Kategorio:Historio de Koreio
Kategorya:Politika ng Hapon	Kategorio:Politiko de Japanio
Kategorya:Neurosikolohiya	Kategorio:Neŭropsikologio
Kategorya:Ipinanganak noong 1938	Kategorio:Naskiĝintoj en 1938
Kategorya:Nazismo	Kategorio:Naziismo
Padron:ATG	Ŝablono:ATG
Padron:LAO	Ŝablono:LAO
Kategorya:Namatay noong 634	Kategorio:Mortintoj en 634
Padron:User zh-min-nan-1	Ŝablono:Vikipediisto zh-min-nan-1
Padron:ANT	Ŝablono:ANT
Padron:ARE	Ŝablono:ARE
Padron:GRC	Ŝablono:GRC
Padron:PRT	Ŝablono:PRT
Padron:BGD	Ŝablono:BGD
Padron:AIA	Ŝablono:AIA
Padron:BRB	Ŝablono:BRB
Padron:ZWE	Ŝablono:ZWE
Padron:BLZ	Ŝablono:BLZ
Padron:Lang-grc	Ŝablono:Lang-grc
Padron:ASM	Ŝablono:ASM
Padron:BLM	Ŝablono:BLM
Padron:AUS	Ŝablono:AUS
Padron:LVA	Ŝablono:LVA
Padron:ROC	Ŝablono:Respubliko Ĉinio
Padron:BVT	Ŝablono:BVT
Padron:BD	Ŝablono:Vivtempo
Padron:Infobox film	Ŝablono:Informkesto filmo
Padron:Infobox religious building	Ŝablono:Informkesto sakrala konstruaĵo
Padron:Lang-en	Ŝablono:Lang-en
Padron:DZA	Ŝablono:DZA
Padron:Caution	Ŝablono:Atenton
Padron:CSK	Ŝablono:CZS
Kategorya:Nakakahawang sakit	Kategorio:Infektaj malsanoj
Kategorya:Mga taon ng Ika-21 siglo ayon sa bansa	Kategorio:21-a jarcento laŭ jaroj kaj landoj
Kategorya:Angiosperms	Kategorio:Magnoliofitoj
Kategorya:Disenyo	Kategorio:Fasonado
Padron:Infobox Russian city	Ŝablono:Rusurbo
Kategorya:Mga pamilya ng denominasyon ng Kristiyanismo	Kategorio:Kristanaj konfesifamilioj
Padron:Infobox Philosopher	Ŝablono:Informkesto filozofo
Padron:MAF	Ŝablono:MAF
Kategorya:Passeridae	Kategorio:Paseredoj
Padron:Lang-uk	Ŝablono:Lang-uk
Padron:ChineseText	Ŝablono:Ĉina teksto
Kategorya:Internal link templates	Kategorio:Ŝablono:Internaj ligiloj
Padron:PD-user	Ŝablono:PD-uzanto
Kategorya:Teolohiya	Kategorio:Teologio
Padron:KHM	Ŝablono:KHM
Kategorya:Protestantismo	Kategorio:Protestantismo
Padron:Infobox organization	Ŝablono:Informkesto organizaĵo
Padron:MNE	Ŝablono:MNE
Padron:NLD	Ŝablono:NLD
Padron:GBR	Ŝablono:GBR
Padron:FLK	Ŝablono:FLK
Padron:KWT	Ŝablono:KUW
Padron:CategoryTOC	Ŝablono:Kategoria indekso
Padron:TUV	Ŝablono:TUV
Kategorya:Mga ilog sa Alemanya	Kategorio:Riveroj en Germanio
Padron:Infobox U.S. state	Ŝablono:Informkesto Usona ŝtato
Kategorya:Politika ng Israel	Kategorio:Politiko de Israelo
Kategorya:Neurosiyensiya	Kategorio:Neŭroscienco
Kategorya:Kultura ng Israel	Kategorio:Kulturo de Israelo
Kategorya:Relihiyon sa Israel	Kategorio:Religio en Israelo
Kategorya:Monoteismo	Kategorio:Monoteismo
Kategorya:Mga baron	Kategorio:Baronoj
Padron:Hr icon	Ŝablono:Hr
Kategorya:Pilosopiya ng relihiyon	Kategorio:Filozofio de religio
Padron:VNM	Ŝablono:VNM
Padron:LIE	Ŝablono:LIE
Padron:NZL	Ŝablono:NZL
Kategorya:Mga network ng kompyuter	Kategorio:Komputilaj retoj
Padron:GLP	Ŝablono:GLP
Padron:SGS	Ŝablono:SGS
Kategorya:Arkitektura	Kategorio:Arkitekturo
Padron:MMR	Ŝablono:MMR
Padron:MONTHDAYS	Ŝablono:MONTHDAYS
Padron:Nl	Ŝablono:Nl
Padron:KOR	Ŝablono:KOR
Kategorya:Mga konduktor ng musika	Kategorio:Orkestrestroj
Padron:User sv-2	Ŝablono:Vikipediisto sv-2
Kategorya:Mga prosesong pambiyolohiya	Kategorio:Biologiaj procezoj
Padron:North Atlantic Treaty Organization	Ŝablono:NATO
Kategorya:User gsw-1	Kategorio:Vikipediisto gsw-1
Kategorya:Organismo	Kategorio:Vivaĵoj
Kategorya:Kasaysayan ayon sa rehiyon	Kategorio:Historio laŭ regionoj
Padron:User it-2	Ŝablono:Vikipediisto it-2
Kategorya:Mga ekonomista mula sa Estados Unidos	Kategorio:Usonaj ekonomikistoj
Padron:De icon	Ŝablono:De
Kategorya:Sistemang kardiobaskular	Kategorio:Kardiovaskula sistemo
Padron:SVN	Ŝablono:SVN
Padron:Wikang Pranses	Ŝablono:Lang-fr
Padron:Lombardy	Ŝablono:Lombardio
Padron:LBN	Ŝablono:LBN
Kategorya:Mga Communi ng Sardinia	Kategorio:Komunumoj de Sardio
Padron:GUF	Ŝablono:GUF
Kategorya:Mga comune ng Italya	Kategorio:Komunumoj de Italio
Padron:Abruzzo	Ŝablono:Abruco
Padron:IMN	Ŝablono:IMN
Padron:GGY	Ŝablono:GGY
Padron:FRA	Ŝablono:FRA
Padron:JEY	Ŝablono:JEY
Kategorya:Mga parmakologo	Kategorio:Farmakologoj
Kategorya:Mga siglo ayon sa kontinente	Kategorio:Jarcentoj laŭ kontinentoj
Padron:Infobox person	Ŝablono:Informkesto homoj
Kategorya:Mongolia	Kategorio:Mongolio
Kategorya:1953	Kategorio:1953
Kategorya:Elektrikong power	Kategorio:Elektra energio
Padron:Talaan ng mga kabiserang European batay sa rehiyon	Ŝablono:Eŭropaj ĉefurboj
Kategorya:Mekaniks ng pluwido	Kategorio:Fluaĵa mekaniko
Kategorya:Anti-Katolisismo	Kategorio:Kontraŭkatolikismo
Padron:Extra musicsample	Ŝablono:Muzika ekzemplo
Kategorya:Mga lungsod sa Prepektura ng Gunma	Kategorio:Urboj de Gubernio Gunma
Padron:Convert	Ŝablono:Convert
Kategorya:Sistemang panunaw	Kategorio:Digesta sistemo
Padron:Interwiki	Ŝablono:Vikipedio
Kategorya:Araling Asyano	Kategorio:Orientalistiko
Kategorya:Mga lansangan	Kategorio:Netrakaj tervojoj
Kategorya:Mga obispong Katoliko Romano	Kategorio:Romkatolikaj episkopoj
Kategorya:Nanganganib na mga espesye	Kategorio:Endanĝerigita specio
Kategorya:Mga tao ayon sa kaugnayan	Kategorio:Homoj laŭ rilatoj
Padron:Coord	Ŝablono:Koord
Kategorya:Ipinanganak noong ika-20 siglo	Kategorio:Naskiĝintoj en la 20-a jarcento
Kategorya:Ipinanganak noong ika-19 siglo	Kategorio:Naskiĝintoj en la 19-a jarcento
Kategorya:Ipinanganak noong ika-21 siglo	Kategorio:Naskiĝintoj en la 21-a jarcento
Kategorya:Ipinanganak noong ika-18 siglo	Kategorio:Naskiĝintoj en la 18-a jarcento
Kategorya:Ipinanganak noong ika-17 siglo	Kategorio:Naskiĝintoj en la 17-a jarcento
Kategorya:Ipinanganak noong ika-16 siglo	Kategorio:Naskiĝintoj en la 16-a jarcento
Kategorya:Ipinanganak noong 1608	Kategorio:Naskiĝintoj en 1608
Kategorya:Mga pelikula ayon sa taon	Kategorio:Filmoj laŭ aperdatoj
Padron:Fide	Ŝablono:FIDE
Kategorya:Creative Commons images	Kategorio:Bildoj sub Creative Commons
Kategorya:Navigational templates by country	Kategorio:Navigilo:laŭ lando
Kategorya:Grenada	Kategorio:Grenado
Kategorya:Mga kultura	Kategorio:Kulturoj
Kategorya:Calabria	Kategorio:Kalabrio
Kategorya:Kulturang popular	Kategorio:Populara kulturo
Kategorya:Galicia	Kategorio:Galegio
Padron:User fr-4	Ŝablono:Vikipediisto fr-4
Kategorya:Mga bayan at lungsod sa Québec	Kategorio:Urboj en Kebekio
Kategorya:Greenland	Kategorio:Gronlando
Padron:Mga lungsod at bayan sa Oblast ng Moskow	Ŝablono:Urboj de Moskva provinco
Kategorya:Ipinanganak noong 1717	Kategorio:Naskiĝintoj en 1717
Kategorya:Musika ng Italya	Kategorio:Itala muziko
Padron:Molise	Ŝablono:Moliso
Kategorya:Interwiki link templates	Kategorio:Ŝablono:Vikimedia projekto
Kategorya:Namatay noong 1622	Kategorio:Mortintoj en 1622
Padron:Non-free film screenshot	Ŝablono:Filmo-ekrankopio
Kategorya:Lamiales	Kategorio:Lamialoj
Padron:Europa	Ŝablono:Ŝtatoj en Eŭropo
Kategorya:Template documentation	Kategorio:Ŝablono:Dokumentado
Kategorya:User yue	Kategorio:Vikipediisto zh-yue
Kategorya:User simple	Kategorio:Vikipediisto simple
Kategorya:User az	Kategorio:Vikipediisto az
Kategorya:User be	Kategorio:Vikipediisto be
Kategorya:User hr	Kategorio:Vikipediisto hr
Kategorya:User sk	Kategorio:Vikipediisto sk
Kategorya:User sl	Kategorio:Vikipediisto sl
Kategorya:User eo	Kategorio:Vikipediisto eo
Kategorya:User et	Kategorio:Vikipediisto et
Kategorya:User fr	Kategorio:Vikipediisto fr
Kategorya:User gl	Kategorio:Vikipediisto gl
Kategorya:User hu-N	Kategorio:Vikipediisto hu-D
Kategorya:User id	Kategorio:Vikipediisto id
Kategorya:User ga	Kategorio:Vikipediisto ga
Kategorya:User ja	Kategorio:Vikipediisto ja
Kategorya:User la	Kategorio:Vikipediisto la
Kategorya:User li	Kategorio:Vikipediisto li
Kategorya:User lt	Kategorio:Vikipediisto lt
Kategorya:User mk	Kategorio:Vikipediisto mk
Kategorya:User mg	Kategorio:Vikipediisto mg
Kategorya:User nn	Kategorio:Vikipediisto nn
Kategorya:User oc	Kategorio:Vikipediisto oc
Kategorya:User pt	Kategorio:Vikipediisto pt
Kategorya:User ro	Kategorio:Vikipediisto ro
Kategorya:User sh	Kategorio:Vikipediisto sh
Kategorya:User sv	Kategorio:Vikipediisto sv
Kategorya:User sw	Kategorio:Vikipediisto sw
Kategorya:User th	Kategorio:Vikipediisto th
Kategorya:User vo	Kategorio:Vikipediisto vo
Kategorya:User be-3	Kategorio:Vikipediisto be-3
Kategorya:User cs-3	Kategorio:Vikipediisto cs-3
Kategorya:User et-3	Kategorio:Vikipediisto et-3
Kategorya:User fr-3	Kategorio:Vikipediisto fr-3
Kategorya:User it-3	Kategorio:Vikipediisto it-3
Kategorya:User ja-3	Kategorio:Vikipediisto ja-3
Kategorya:User lt-3	Kategorio:Vikipediisto lt-3
Kategorya:User pl-3	Kategorio:Vikipediisto pl-3
Kategorya:User tr-3	Kategorio:Vikipediisto tr-3
Kategorya:User an-1	Kategorio:Vikipediisto an-1
Kategorya:User be-1	Kategorio:Vikipediisto be-1
Kategorya:User cs-1	Kategorio:Vikipediisto cs-1
Kategorya:User da-1	Kategorio:Vikipediisto da-1
Kategorya:User sl-1	Kategorio:Vikipediisto sl-1
Kategorya:User fi-1	Kategorio:Vikipediisto fi-1
Kategorya:User gl-1	Kategorio:Vikipediisto gl-1
Kategorya:User mk-1	Kategorio:Vikipediisto mk-1
Kategorya:User nl-1	Kategorio:Vikipediisto nl-1
Kategorya:User oc-1	Kategorio:Vikipediisto oc-1
Kategorya:User pl-1	Kategorio:Vikipediisto pl-1
Kategorya:User ro-1	Kategorio:Vikipediisto ro-1
Kategorya:User tr-1	Kategorio:Vikipediisto tr-1
Kategorya:User vo-1	Kategorio:Vikipediisto vo-1
Kategorya:User ar-1	Kategorio:Vikipediisto ar-1
Kategorya:User simple-4	Kategorio:Vikipediisto simple-4
Kategorya:User fr-4	Kategorio:Vikipediisto fr-4
Kategorya:User id-4	Kategorio:Vikipediisto id-4
Kategorya:User oc-4	Kategorio:Vikipediisto oc-4
Kategorya:User pl-4	Kategorio:Vikipediisto pl-4
Kategorya:User be-2	Kategorio:Vikipediisto be-2
Kategorya:User cs-2	Kategorio:Vikipediisto cs-2
Kategorya:User da-2	Kategorio:Vikipediisto da-2
Kategorya:User sk-2	Kategorio:Vikipediisto sk-2
Kategorya:User fr-2	Kategorio:Vikipediisto fr-2
Kategorya:User it-2	Kategorio:Vikipediisto it-2
Kategorya:User ja-2	Kategorio:Vikipediisto ja-2
Kategorya:User la-2	Kategorio:Vikipediisto la-2
Kategorya:User mk-2	Kategorio:Vikipediisto mk-2
Kategorya:User nl-2	Kategorio:Vikipediisto nl-2
Kategorya:User pl-2	Kategorio:Vikipediisto pl-2
Kategorya:User sh-2	Kategorio:Vikipediisto sh-2
Kategorya:User sv-2	Kategorio:Vikipediisto sv-2
Kategorya:User sw-2	Kategorio:Vikipediisto sw-2
Kategorya:User tr-2	Kategorio:Vikipediisto tr-2
Kategorya:User ast-N	Kategorio:Vikipediisto ast-D
Kategorya:User cs-N	Kategorio:Vikipediisto cs-D
Kategorya:User ko-N	Kategorio:Vikipediisto ko-D
Kategorya:User sl-N	Kategorio:Vikipediisto sl-D
