An Afraic	Afriko
Catagóir:Háití	Kategorio:Haitio
Catagóir:Eacuadór	Kategorio:Ekvadoro
Catagóir:Poblacht Éimin	Kategorio:Jemeno
Catagóir:Peiriú	Kategorio:Peruo
Catagóir:Doiminice	Kategorio:Dominiko
Catagóir:An Bholaiv	Kategorio:Bolivio
Catagóir:An Albáin	Kategorio:Albanio
Catagóir:Tíortha na Cairibe	Kategorio:Karibiaj landoj
Catagóir:Tíortha na hAigéine	Kategorio:Oceaniaj landoj
Catagóir:Monacó	Kategorio:Monako
Catagóir:Traidisiúin	Kategorio:Tradicioj
Catagóir:Tíortha Mheiriceá Thuaidh	Kategorio:Nordamerikaj landoj
Catagóir:Éisc	Kategorio:Fiŝoj
Catagóir:Miotaseolaíocht	Kategorio:Mitologio
Catagóir:Teangacha marbha na hÁise	Kategorio:Mortaj lingvoj de Azio
Catagóir:Glasraí	Kategorio:Legomoj
Catagóir:Torthaí	Kategorio:Fruktoj
Catagóir:Traenálaithe sacair	Kategorio:Trejnistoj de futbalo
Catagóir:Paiteolaíocht	Kategorio:Patologio
Catagóir:Páirtithe polaitíochta	Kategorio:Politikaj partioj
Catagóir:Manchain	Kategorio:Manĉestro
Catagóir:Íosa Críost	Kategorio:Jesuo Kristo
Catagóir:Punc	Kategorio:Punko
Catagóir:Póir mhadraí	Kategorio:Hundrasoj
Catagóir:Fisic cháithníní	Kategorio:Partikla fiziko
Catagóir:Réaltfhisic	Kategorio:Astrofiziko
Catagóir:Scannáin 1946	Kategorio:Filmoj aperintaj en 1946
Catagóir:Scannáin 1964	Kategorio:Filmoj aperintaj en 1964
Catagóir:Scannáin 1973	Kategorio:Filmoj aperintaj en 1973
Catagóir:Scannáin 1971	Kategorio:Filmoj aperintaj en 1971
Catagóir:Scannáin 2003	Kategorio:Filmoj aperintaj en 2003
Catagóir:Scannáin 1999	Kategorio:Filmoj aperintaj en 1999
Catagóir:Scannáin 1996	Kategorio:Filmoj aperintaj en 1996
Catagóir:Scannáin 1994	Kategorio:Filmoj aperintaj en 1994
Catagóir:Scannáin 1997	Kategorio:Filmoj aperintaj en 1997
Catagóir:Scannáin 2002	Kategorio:Filmoj aperintaj en 2002
Catagóir:Scannáin 2004	Kategorio:Filmoj aperintaj en 2004
Catagóir:Scannáin 1995	Kategorio:Filmoj aperintaj en 1995
Catagóir:Scannáin 2005	Kategorio:Filmoj aperintaj en 2005
Catagóir:Scannáin 2007	Kategorio:Filmoj aperintaj en 2007
Catagóir:Scannáin 2008	Kategorio:Filmoj aperintaj en 2008
Catagóir:Scannáin 2009	Kategorio:Filmoj aperintaj en 2009
Catagóir:Spáseitilt	Kategorio:Kosmoflugo
Catagóir:Torthúlacht	Kategorio:Fekundeco
Catagóir:Teangacha na hEorpa	Kategorio:Lingvoj de Eŭropo
Catagóir:Teangacha na hAfraice	Kategorio:Lingvoj de Afriko
Catagóir:Teangacha na Fraince	Kategorio:Lingvoj de Francio
Catagóir:Teangacha na Rúise	Kategorio:Lingvoj de Rusio
Catagóir:Teangacha na hIodáile	Kategorio:Lingvoj de Italio
Catagóir:Réigiúin na hEorpa	Kategorio:Regionoj en Eŭropo
Catagóir:Geografaíocht pholaitiúil	Kategorio:Politika geografio
Catagóir:Aigéin	Kategorio:Oceanoj
Catagóir:Moileasc	Kategorio:Moluskoj
Catagóir:Moscó	Kategorio:Moskvo
Catagóir:Antraipeolaíocht	Kategorio:Antropologio
Catagóir:Toise	Kategorio:Dimensio
Catagóir:Feithidicídí	Kategorio:Insekticidoj
Catagóir:Antaibheathaigh	Kategorio:Antibiotikoj
Catagóir:Tobac	Kategorio:Tabako
Catagóir:An Chlochaois	Kategorio:Ŝtonepoko
Catagóir:An Iarannaois	Kategorio:Ferepoko
Catagóir:Cathanna	Kategorio:Bataloj
Catagóir:Eocaróit	Kategorio:Eŭkariotoj
Catagóir:Foirmle a hAon	Kategorio:Formulo Unu
Catagóir:Ceapadóirí Albanacha	Kategorio:Skotaj inventistoj
Catagóir:Córas riospráide	Kategorio:Spira Sistemo
Catagóir:Córas imdhíonachta	Kategorio:Imuna sistemo
Catagóir:Córais oibriúcháin	Kategorio:Operaciumoj
Catagóir:Córais orgán	Kategorio:Organaj sistemoj
Catagóir:Córas atáirgthe	Kategorio:Reprodukta sistemo
Catagóir:Rugbaí	Kategorio:Rugbeo
Catagóir:Córas cnámharlaigh	Kategorio:Skeleta sistemo
Catagóir:Stáit agus críocha na hAstráile	Kategorio:Aŭstraliaj ŝtatoj kaj teritorioj
Catagóir:Impireacht na Rúise	Kategorio:Rusia Imperio
Catagóir:Cúigí agus dúichí Cheanada	Kategorio:Kanadaj provincoj
Catagóir:Dámhachtainí scannánaíochta	Kategorio:Kino-premioj
Catagóir:Cláir raidió	Kategorio:Radioelsendoj
Catagóir:Séasúir	Kategorio:Sezonoj
Catagóir:Drámaíocht	Kategorio:Dramo
Catagóir:Londain	Kategorio:Londono
Catagóir:Litríocht na Síne	Kategorio:Ĉina literaturo
Catagóir:Fantaisíocht	Kategorio:Fantasto
Catagóir:Cultúr na Fraince	Kategorio:Kulturo de Francio
Catagóir:Cultúr na Iodáile	Kategorio:Kulturo de Italio
Catagóir:Cultúr na Rúise	Kategorio:Kulturo de Rusio
Catagóir:Cultúr Shasana	Kategorio:Angla kulturo
Catagóir:Cultúr na hEorpa	Kategorio:Eŭropa kulturo
Catagóir:Féilte Críostaí	Kategorio:Pasko
Catagóir:Ábhair thógála	Kategorio:Konstrumaterialoj
Catagóir:Gaistreintreolaíocht	Kategorio:Gastroenterologio
Catagóir:Raidió	Kategorio:Radio
Catagóir:Éabhlóid	Kategorio:Evoluo
Catagóir:Innealtóireacht leictreonaice	Kategorio:Elektronika inĝenierarto
Catagóir:Innealtóireacht cheimiceach	Kategorio:Kemia inĝenierarto
Catagóir:Máinliacht	Kategorio:Kirurgio
Catagóir:Ealaíona oscartha Seapánacha	Kategorio:Japanaj batalartoj
Catagóir:Sorastrachas	Kategorio:Zaratuŝtrismo
Catagóir:Ealaín nua-aimseartha	Kategorio:Moderna arto
Catagóir:Cogadh Cathartha na Spáinne	Kategorio:Hispana Enlanda Milito
Catagóir:Cogadh Cathartha na Stát Aontaithe	Kategorio:Usona Enlanda Milito
Catagóir:Ailtireacht ríomhairí	Kategorio:Komputila arkitekturo
Catagóir:Fiseolaíocht plandaí	Kategorio:Planta fiziologio
Catagóir:Sóisialachas	Kategorio:Socialismo
Catagóir:Ainmhithe	Kategorio:Bestoj
Catagóir:Veirteabraigh	Kategorio:Vertebruloj
Catagóir:Síocháin	Kategorio:Paco
Catagóir:An Tatarstáin	Kategorio:Tatarstano
Catagóir:Poblachtaí	Kategorio:Respublikoj
Catagóir:An Bhaiscír	Kategorio:Baŝkirio
Catagóir:Aerlínte	Kategorio:Flugkompanioj
Teimpléad:Comhphobail fhéinrialaitheacha na Spáinne	Ŝablono:Regionoj de Hispanio
Catagóir:Cearta	Kategorio:Rajtoj
Catagóir:Cearta daonna	Kategorio:Homaj rajtoj
Catagóir:Foirgnimh i Stáit Aontaithe Mheiriceá	Kategorio:Konstruaĵoj en Usono
Catagóir:Pornagrafaíocht	Kategorio:Pornografio
Catagóir:Ban Uachtaráin na Stát Aontaithe	Kategorio:Unuaj damoj de Usono
Catagóir:Críoch Lochlann	Kategorio:Skandinavio
Catagóir:Clubanna sacair na Fraince	Kategorio:Francaj futbalteamoj
Catagóir:Aonaid fhuinnimh	Kategorio:Mezurunuoj de energio
Catagóir:Ficheall	Kategorio:Ŝako
Catagóir:Coincheapa bunúsacha na fisice	Kategorio:Fundamentaj fizikaj konceptoj
Catagóir:Dúphoill	Kategorio:Nigraj truoj
Catagóir:Tóracs	Kategorio:Torako
Catagóir:Bitheolaíocht mhóilíneach	Kategorio:Molekula biologio
Catagóir:Téarmaíocht Mhíleata	Kategorio:Milita terminologio
Catagóir:Téarmaí dlí	Kategorio:Juraj terminoj
Catagóir:Ocsaídí	Kategorio:Oksidoj
Catagóir:Orgáin	Kategorio:Organoj
Catagóir:Aeraidinimic	Kategorio:Aerodinamiko
Catagóir:Nárú	Kategorio:Nauro
Catagóir:Palau	Kategorio:Palaŭo
Catagóir:Tonga	Kategorio:Tongo
Catagóir:Tuvalu	Kategorio:Tuvalo
Catagóir:Antigua agus Barbúda	Kategorio:Antigvo-Barbudo
Catagóir:Tíortha Mheiriceá Theas	Kategorio:Sudamerikaj landoj
Catagóir:An Ghuáin	Kategorio:Gujano
Catagóir:An Cholóim	Kategorio:Kolombio
Catagóir:An Chosaiv	Kategorio:Kosovo
Catagóir:Cainníochtaí fisiceacha	Kategorio:Fizika kvanto
Catagóir:Caighdeáin	Kategorio:Normoj
Catagóir:Daoine a rugadh i 1571	Kategorio:Naskiĝintoj en 1571
Catagóir:Troscán	Kategorio:Mebloj
Catagóir:Próitéiní	Kategorio:Proteinoj
Catagóir:Uaisleacht Eorpach	Kategorio:Eŭropaj nobeloj
Catagóir:Aonaid teochta	Kategorio:Mezurunuoj de temperaturo
Catagóir:Uirlisí ceoil	Kategorio:Muzikaj instrumentoj
Catagóir:Fine Teangacha	Kategorio:Lingvaj familioj
Catagóir:Carachtair Sínise	Kategorio:Ĉina skribo
Catagóir:Tíortha Ceilteacha	Kategorio:Keltaj landoj kaj teritorioj
Catagóir:Teirmidinimic	Kategorio:Termodinamiko
Catagóir:Meitéareolaíocht	Kategorio:Meteologio
Catagóir:Meiriceá Láir	Kategorio:Mezameriko
Catagóir:Rapcheol	Kategorio:Hiphopo
Catagóir:An tSicil	Kategorio:Sicilio
Catagóir:Cluichí cártaí	Kategorio:Kartludoj
Catagóir:Oileáin na Ríochta Aontaithe	Kategorio:Insuloj en Britio
Catagóir:Ceimic Fhisiceach	Kategorio:Fizika kemio
Catagóir:Líonraí	Kategorio:Retoj
Catagóir:Earraí cistine	Kategorio:Manĝujoj
Catagóir:Poncaíocht	Kategorio:Interpunkcio
Catagóir:Éadaí	Kategorio:Vestoj
Catagóir:Contaetha i Sasana	Kategorio:Graflandoj de Anglio
Catagóir:Breoslaí iontaoiseacha	Kategorio:Fosiliaj brulaĵoj
Catagóir:Biteicneolaíocht	Kategorio:Biotekniko
Catagóir:Teicneolaíocht faisnéise	Kategorio:Informa teknologio
Catagóir:Miotaseolaíocht na Gréige	Kategorio:Helena mitologio
Catagóir:Fíocháin	Kategorio:Histoj
Catagóir:Diaibéiteas	Kategorio:Diabeto
Catagóir:Amhráin	Kategorio:Kantoj
Catagóir:Gnéas	Kategorio:Sekso
Catagóir:Príomhchathracha	Kategorio:Ĉefurboj
Catagóir:Cathracha na hIorua	Kategorio:Urboj de Norvegio
Catagóir:Cathracha san India	Kategorio:Urboj de Barato
Catagóir:Cathracha san Eilvéis	Kategorio:Urboj de Svislando
Catagóir:Cathracha na Rúise	Kategorio:Urboj de Rusio
Catagóir:Cathracha Cheanada	Kategorio:Urboj de Kanado
Catagóir:Príosúin	Kategorio:Prizonoj
Catagóir:Gáis	Kategorio:Gasoj
Catagóir:An Tuscáin	Kategorio:Toskanio
Catagóir:Andalucía	Kategorio:Andaluzio
Catagóir:Rapcheoltóirí Meiriceánacha	Kategorio:Usonaj repkantistoj
Catagóir:Apple Inc.	Kategorio:Apple
Catagóir:Clár Apollo	Kategorio:Programo Apollo
Catagóir:Teileachumarsáid	Kategorio:Telekomunikado
Catagóir:Seandálaíocht	Kategorio:Arkeologio
Catagóir:Prótacail Idirlín	Kategorio:Interretaj protokoloj
Catagóir:Galair	Kategorio:Malsanoj
Catagóir:Galair baictéaracha	Kategorio:Bakteriaj malsanoj
Catagóir:Miotail	Kategorio:Metaloj
Catagóir:Astralaíocht	Kategorio:Astrologio
Catagóir:Dineasáir	Kategorio:Dinosaŭroj
Catagóir:Leictreachas	Kategorio:Elektro
Catagóir:Úsáideoir pl	Kategorio:Vikipediisto pl
Catagóir:Lúthchleasaíocht	Kategorio:Atletiko
Catagóir:An tSean-Ghréig	Kategorio:Antikva Grekio
Catagóir:Teangacha Rómánsacha	Kategorio:Latinida lingvaro
Catagóir:Galf	Kategorio:Golfo
Catagóir:Iompar	Kategorio:Transporto
Catagóir:Aicmiú eolaíoch	Kategorio:Biologia klasado
Catagóir:Réabhlóid na Fraince	Kategorio:Franca Revolucio
Catagóir:Taighde	Kategorio:Esploro
Catagóir:Taiscéalaíocht	Kategorio:Esplorado
Catagóir:Dearadh grafach	Kategorio:Grafika fasonado
Catagóir:Damhsa	Kategorio:Danco
Catagóir:Cluichí foirne	Kategorio:Teama sporto
Catagóir:Béaloideas	Kategorio:Folkloro
Catagóir:Teaghlach	Kategorio:Familio
Catagóir:Slándáil náisiúnta	Kategorio:Defendo kaj sekureco
Catagóir:Slándáil ríomhaireachta	Kategorio:Komputila sekureco
Catagóir:Ceartas	Kategorio:Justeco
Catagóir:Cumannachas	Kategorio:Komunismo
Catagóir:Sraithmharfóirí	Kategorio:Seriaj murdistoj
Catagóir:Cúigí na hÉireann	Kategorio:Provincoj de Irlando
Catagóir:Síceolaíocht chliniciúil	Kategorio:Klinika psikologio
Seamair chré	Veroniko
Catagóir:Bitheolaíocht cheallach	Kategorio:Ĉelbiologio
Catagóir:An Ghrian	Kategorio:Suno
Catagóir:Uimhirtheoiric	Kategorio:Nombroteorio
Catagóir:Antartaice	Kategorio:Antarkto
Catagóir:Meiriceá Thuaidh	Kategorio:Nordameriko
Catagóir:Amhránaithe	Kategorio:Kantistoj
Catagóir:Toipeolaíocht	Kategorio:Topologio
Catagóir:Fásaigh	Kategorio:Dezertoj
Catagóir:Lochanna	Kategorio:Lagoj
Catagóir:Modh eolaíoch	Kategorio:Scienca metodo
Catagóir:An Tibéid	Kategorio:Tibeto
Catagóir:Bratacha	Kategorio:Flagoj
Catagóir:Giotáraithe	Kategorio:Gitaristoj
Catagóir:Imreoirí sacair	Kategorio:Futbalistoj
Catagóir:Matamaiticeoirí	Kategorio:Matematikistoj
Catagóir:Rothaithe	Kategorio:Biciklistoj
Catagóir:Snagcheoltóirí Meiriceánacha	Kategorio:Usonaj ĵazmuzikistoj
Catagóir:Réalteolaithe Eilvéiseacha	Kategorio:Svisaj astronomoj
Catagóir:Drumadóirí	Kategorio:Drumistoj
Catagóir:Luibheolaithe	Kategorio:Botanikistoj
Catagóir:Fisiceoirí	Kategorio:Fizikistoj
Catagóir:Antraipeolaithe	Kategorio:Antropologoj
Catagóir:Tiománaithe Foirmle a hAon	Kategorio:Pilotoj de F1
Catagóir:NASA	Kategorio:NASA
Catagóir:An Aigéine	Kategorio:Oceanio
Snáthghloine	Vitrofibro-fortigita plasto
Catagóir:Daoine Seisneacha	Kategorio:Personoj de Ĉeĉenio
Catagóir:Cathracha na Síne	Kategorio:Urboj de Ĉinio
Catagóir:Cathracha na hAfraice	Kategorio:Urboj de Afriko
Catagóir:Grúpaí sóisialta	Kategorio:Sociaj grupoj
Catagóir:Fianna	Kategorio:Cervedoj
Catagóir:Ceolchoirmeacha	Kategorio:Koncertoj
Catagóir:Oftailmeolaíocht	Kategorio:Oftalmologio
Catagóir:Lucht spóirt	Kategorio:Sportistoj
Catagóir:Ficsean	Kategorio:Fikcio
Catagóir:Easanna	Kategorio:Akvofaloj
Catagóir:Baile	Kategorio:Hejmo
Catagóir:Dealbhóireacht	Kategorio:Skulptado
Catagóir:Stair na Críostaíochta	Kategorio:Historio de kristanismo
Catagóir:Guatamala	Kategorio:Gvatemalo
Catagóir:Montainéagró	Kategorio:Montenegro
Catagóir:Pirimidí	Kategorio:Piramidoj
Catagóir:Íomhánna GFDL	Kategorio:Bildoj sub GFDL
Catagóir:Scannáin Disney	Kategorio:Filmoj de Disney
Catagóir:Scannáin 1998	Kategorio:Filmoj aperintaj en 1998
Catagóir:Scannáin 2006	Kategorio:Filmoj aperintaj en 2006
Catagóir:Scannáin 1992	Kategorio:Filmoj aperintaj en 1992
Catagóir:Scannáin 2000	Kategorio:Filmoj aperintaj en 2000
Catagóir:An tSínis	Kategorio:Ĉina lingvaro
Catagóir:Teangacha na hAigéine	Kategorio:Lingvoj de Oceanio
Catagóir:Tíreolaíocht na hAfraice	Kategorio:Geografio de Afriko
Catagóir:Gaoil idirphearsanta	Kategorio:Interpersona rilatado
Catagóir:An tAigéan Indiach	Kategorio:Hinda Oceano
Catagóir:Drugaí	Kategorio:Medikamentoj
Catagóir:Gluaisteáin	Kategorio:Aŭtomobiloj
Catagóir:Iar-thíortha	Kategorio:Pereintaj landoj
Teimpléad:Úsáideoir ga-1	Ŝablono:Vikipediisto ga-1
Cairéad	Karoto
Catagóir:Próitéabhaictéar	Kategorio:Proteobakterioj
Catagóir:Príomhchathracha na hAfraice	Kategorio:Ĉefurboj de Afriko
Catagóir:Sléibhteoireacht	Kategorio:Montogrimpado
Catagóir:Cultúr na Gearmáine	Kategorio:Kulturo de Germanio
Catagóir:Cultúr na hAlban	Kategorio:Skota kulturo
Catagóir:Cultúr na hÉireann	Kategorio:Kulturo de Irlando
Catagóir:Cultúr na Breataine	Kategorio:Kulturo de Britio
Catagóir:Cultúr na Breataine Bige	Kategorio:Kimra kulturo
Catagóir:Cultúr Cheanada	Kategorio:Kulturo de Kanado
Catagóir:Cultúr na Fionlainne	Kategorio:Kulturo de Finnlando
Catagóir:Cathracha Mhálta	Kategorio:Urboj de Malto
Catagóir:Cathracha agus bailte na Mongóile	Kategorio:Urboj de Mongolio
Catagóir:Cathracha sa Bhrasaíl	Kategorio:Urboj de Brazilo
Catagóir:Cathracha san Íoslainn	Kategorio:Urboj de Islando
Catagóir:Cathracha san Astráil	Kategorio:Urboj de Aŭstralio
Catagóir:Cultúr na hEilvéise	Kategorio:Kulturo de Svislando
Catagóir:Cultúr na hÍoslainne	Kategorio:Kulturo de Islando
Catagóir:Sléibhte agus sliabhraonta na hÉireann	Kategorio:Montoj en Irlando
Catagóir:Tíortha an Mheánoirthir	Kategorio:Mezorientaj landoj
Catagóir:Albain	Kategorio:Skotlando
Catagóir:Siopaí leabhar	Kategorio:Librovendejoj
Catagóir:Teangacha na hÉireann	Kategorio:Lingvoj de Irlando
Catagóir:Teangacha na Seoirsia	Kategorio:Lingvoj de Kartvelio
Catagóir:Litríocht na hAirgintíne	Kategorio:Argentina literaturo
Catagóir:Ceol na hÉireann	Kategorio:Irlanda muziko
Catagóir:Príomhchathracha na hÁise	Kategorio:Ĉefurboj de Azio
Catagóir:Craiceann	Kategorio:Haŭto
Catagóir:Bialann	Kategorio:Restoracioj
Catagóir:Críoch Shomáile	Kategorio:Somalilando
Catagóir:Tuaisceart Éireann	Kategorio:Nord-Irlando
Catagóir:Cluichí liathróide	Kategorio:Pilkosportoj
Catagóir:Litríocht Éireannach	Kategorio:Irlanda literaturo
Catagóir:Litríocht Iodálach	Kategorio:Itala literaturo
Catagóir:Fórsa	Kategorio:Forto
Catagóir:Ascalúchán	Kategorio:Oscilado
Catagóir:Aeraspás	Kategorio:Aerokosmo
Catagóir:Drumadóirí Sasanacha	Kategorio:Anglaj drumistoj
Catagóir:Gealacha	Kategorio:Lunoj
Catagóir:Fisic mhatamaiticiúil	Kategorio:Matematika fiziko
Catagóir:An Chatalóin	Kategorio:Katalunio
Catagóir:Na Meánaoiseanna	Kategorio:Mezepoko
Catagóir:Taiscéalaithe Spáinneacha	Kategorio:Hispanaj esploristoj
Catagóir:Géarleanúint reiligiúnach	Kategorio:Religia persekutado
Catagóir:An tSuvais	Kategorio:Ĉuvaŝio
Catagóir:J. R. R. Tolkien	Kategorio:J. R. R. Tolkien
Teimpléad:Lang-ur	Ŝablono:Lang-ur
Catagóir:Áiteanna	Kategorio:Geografiaj lokoj
Catagóir:Litríocht na hEivéise	Kategorio:Svisa literaturo
Catagóir:Maifia	Kategorio:Mafio
Catagóir:Cannabas	Kategorio:Kanabo
Samara	Samara
Catagóir:Sláinte	Kategorio:Sano
Slapaire	Kuleranasoj
Catagóir:Rothaíocht	Kategorio:Biciklado
Catagóir:Popcheol	Kategorio:Popmuziko
Catagóir:Céatóin	Kategorio:Ketonoj
Teimpléad:Fearann poiblí-Seanda	Ŝablono:Bildo malnova
Ocsaídiúchán	Oksidigo
Criogar féir	Akrido
Catagóir:Albaim	Kategorio:Muzikaj albumoj
Catagóir:Ceol taifeadta	Kategorio:Registrita muziko
Catagóir:Clubanna sacair na Portaingéile	Kategorio:Portugalaj futbalteamoj
Catagóir:Clubanna sacair na Rúise	Kategorio:Rusiaj futbalteamoj
Teimpléad:Coord/dec2dms/dms1	Ŝablono:Koord/dekalgms/gms1
Teimpléad:Bratach	Ŝablono:Flago
Catagóir:Popcheoltóirí	Kategorio:Popmuzikistoj
Catagóir:Sléibhte Iarúsailéim	Kategorio:Montoj de Jerusalemo
Catagóir:Cúigí na Spáinne	Kategorio:Provincoj de Hispanio
Catagóir:Fiseolaíocht	Kategorio:Fiziologio
Trojany	Trojany
Catagóir:Monarcacht na Fraince	Kategorio:Franca monarkio
Catagóir:Na Balcáin	Kategorio:Balkana duoninsulo
Catagóir:An Béarla	Kategorio:Angla lingvo
Eaglais Cheartchreidmheach na Gréige	Greke Ortodoksa Eklezio
Teimpléad:Bosca Sonraí dathanna	Ŝablono:Informkesto koloro
Catagóir:Learpholl	Kategorio:Liverpool
Catagóir:Cumadóirí	Kategorio:Komponistoj
Ionam	Ignamo
Catagóir:Tíortha na hÁise	Kategorio:Aziaj landoj
Eachtraí Pinocchio	Pinokjo
Vicipéid:Fabht-thuairiscí	Vikipedio:Raportu cimojn
Catagóir:Scannáin 1944	Kategorio:Filmoj aperintaj en 1944
Catagóir:Taoisigh na hÉireann	Kategorio:Ĉefministroj de Irlando
Catagóir:Toirt	Kategorio:Volumeno
Catagóir:Wicipéidnaí a thugann a gcuid tacaíochta do Wikimedia CAT	Kategorio:Vikipediistoj subtenantaj Wikimedia CAT
Catagóir:Achtainíd	Kategorio:Aktinoidoj
Catagóir:Tine	Kategorio:Fajro
Catagóir:Veneto	Kategorio:Veneto
Catagóir:An tArtach	Kategorio:Arkto
Catagóir:Airm	Kategorio:Armeoj
Catagóir:Comhdhúile aramatacha	Kategorio:Aromatoj
Catagóir:Ilmheáin	Kategorio:Plurmedio
Catagóir:Ealaíona taibhiúcháin	Kategorio:Scena arto
Catagóir:Innealtóireacht bogearraí	Kategorio:Programara inĝenierarto
Catagóir:An Mhordóiv	Kategorio:Mordvio
Catagóir:Ealaíona agus ceardaíocht	Kategorio:Metio
Catagóir:Agaistínigh	Kategorio:Aŭgustenanoj
Catagóir:Teimpléid Astrálacha	Kategorio:Ŝablono:Aŭstralio
Catagóir:Muir Bhailt	Kategorio:Balta Maro
Catagóir:Oibríochtaí an Dara Cogadh Domhanda	Kategorio:Bataloj de la dua mondmilito
Catagóir:Cathanna sa Chéad Chogadh Domhanda	Kategorio:Bataloj de la unua mondmilito
Catagóir:Béal Feirste	Kategorio:Belfasto
Catagóir:Bithcheimiceoirí	Kategorio:Biokemiistoj
Catagóir:Bitheolaithe	Kategorio:Biologoj
Catagóir:Déghnéasachas	Kategorio:Ambaŭseksemo
Catagóir:Collaíocht	Kategorio:Sekseco
Catagóir:Bostún	Kategorio:Bostono
Catagóir:An Chré-umhaois	Kategorio:Bronzepoko
Catagóir:Príomhchathracha na Cairibe	Kategorio:Ĉefurboj de Karibio
Catagóir:Tíortha Mheiriceá Láir	Kategorio:Centramerikaj landoj
Teimpléad:Multicol	Ŝablono:Multkolumna
Catagóir:An tSeisnia	Kategorio:Ĉeĉenio
Catagóir:Airm cheimiceacha	Kategorio:Kemiaj armiloj
Catagóir:Chicago	Kategorio:Ĉikago
Catagóir:Deiceapóid	Kategorio:Decapoda
Catagóir:Córas imshruthaithe	Kategorio:Sangocirkula sistemo
Catagóir:Derby	Kategorio:Derby
Catagóir:Comhairle Cathair Ghlaschú	Kategorio:Kvartaloj de Glasgovo
Catagóir:Fuirseoireacht	Kategorio:Komedio
Catagóir:Cogadh	Kategorio:Milito
Catagóir:Mionphláinéid	Kategorio:Nanoplanedoj
Catagóir:Dún Éideann	Kategorio:Edinburgo
Catagóir:Fuinneamh	Kategorio:Energio
Catagóir:Innill	Kategorio:Motoroj
Catagóir:Cumadóirí Sasanacha	Kategorio:Anglaj komponistoj
Catagóir:Drámadóirí Sasanacha	Kategorio:Anglaj dramistoj
Catagóir:Comhshaol	Kategorio:Mediprotektado
Catagóir:Escherichia coli	Kategorio:Escherichia coli
Catagóir:Esperanto	Kategorio:Esperanto
Catagóir:Contae an Chláir	Kategorio:Graflando Clare
Catagóir:An Chrimé	Kategorio:Krimeo
Catagóir:Mearbhia	Kategorio:Rapidmanĝejoj
Catagóir:An Fhionlainnis	Kategorio:Finna lingvo
Catagóir:Clubanna sacair na hAirgintíne	Kategorio:Argentinaj futbalteamoj
Catagóir:Ríthe na bhFranc	Kategorio:Frankaj reĝoj
Catagóir:Geoiceimic	Kategorio:Geokemio
Catagóir:Geolaithe	Kategorio:Geologoj
Catagóir:Teangacha Gearmáinice	Kategorio:Ĝermana lingvaro
Catagóir:Stumpaí tíreolaiochta na Gearmáine	Kategorio:Ĝermoj pri Germanio
Catagóir:Tuisil ghramadaí	Kategorio:Gramatikaj kazoj
Catagóir:Aibítir Ghréagach	Kategorio:Greka alfabeto
Catagóir:Cláirseoirí	Kategorio:Harpistoj
Catagóir:Stair na Catalóine	Kategorio:Historio de Katalunio
Catagóir:Stair na Róimhe	Kategorio:Historio de Romo
Catagóir:Stair na Sairdíne	Kategorio:Historio de Sardio
Catagóir:Stair na Sicile	Kategorio:Historio de Sicilio
Catagóir:Hormóin	Kategorio:Hormonoj
Catagóir:Sláinteachas	Kategorio:Higieno
Catagóir:Impiriúlachas	Kategorio:Imperiismo
Catagóir:Ceimic neamhorgánach	Kategorio:Neorganikaj kombinaĵoj
Catagóir:Éire	Kategorio:Irlando
Catagóir:Scríbhneoirí Gaeilge	Kategorio:Irlandlingvaj verkistoj
Catagóir:Filí Gaeilge	Kategorio:Irlandlingvaj poetoj
Catagóir:Gaeilge	Kategorio:Irlanda lingvo
Catagóir:Miotaseolaíocht na nGael	Kategorio:Irlanda mitologio
Catagóir:Péintéirí Éireannacha	Kategorio:Irlandaj pentristoj
Catagóir:Naoimh Éireannacha	Kategorio:Irlandaj sanktuloj
Catagóir:Lochanna na hÉireann	Kategorio:Lagoj en Irlando
Catagóir:Meiriceá Laidineach	Kategorio:Latin-Ameriko
Catagóir:Foclóirithe	Kategorio:Leksikografoj
Catagóir:Foclóireacht	Kategorio:Leksikografio
Catagóir:Leabharlanna	Kategorio:Bibliotekoj
Catagóir:Solas	Kategorio:Lumo
