Afraga	Afriko
Teamplaid:User en-5	Ŝablono:Vikipediisto en-5
Teamplaid:Làithean na seachdain	Ŝablono:Tagoj de la semajno
Roinn-seòrsa:Carolina a Tuath	Kategorio:Norda Karolino
Roinn-seòrsa:User ja-N	Kategorio:Vikipediisto ja-D
Teamplaid:URL	Ŝablono:URL
Roinn-seòrsa:Buidseachd	Kategorio:Sorĉaferoj
Teamplaid:No	Ŝablono:Ne farita
Roinn-seòrsa:Teamplaid:Infobox	Kategorio:Ŝablono:Informkesto
Roinn-seòrsa:An Ear Mheadhanach	Kategorio:Mezoriento
Teamplaid:Para	Ŝablono:Parametro
Teamplaid:Death year and age	Ŝablono:Mortojaro kaj aĝo
Teamplaid:User no	Ŝablono:Vikipediisto no
Roinn-seòrsa:Carolina a Deas	Kategorio:Suda Karolino
Teamplaid:Geobox	Ŝablono:Geokesto
Teamplaid:Death date	Ŝablono:Mortodato
Ailigeutair	Aligatoredoj
Teamplaid:Babel field 3	Ŝablono:Babel kadro 3
Roinn-seòrsa:Ailtireachd	Kategorio:Arkitekturo
Teamplaid:User sv-2	Ŝablono:Vikipediisto sv-2
Teamplaid:User it-2	Ŝablono:Vikipediisto it-2
Teamplaid:Age	Ŝablono:Aĝo
Teamplaid:Mòr-roinnean	Ŝablono:Kontinentoj
Teamplaid:Convert	Ŝablono:Convert
Teamplaid:Coord	Ŝablono:Koord
Teamplaid:User pt-2	Ŝablono:Vikipediisto pt-2
Roinn-seòrsa:Wyoming	Kategorio:Vajomingo
Teamplaid:User fr-4	Ŝablono:Vikipediisto fr-4
Roinn-seòrsa:Bailtean na h-Alba	Kategorio:Urboj en Skotlando
Teamplaid:User la-1	Ŝablono:Vikipediisto la-1
Roinn-seòrsa:User az	Kategorio:Vikipediisto az
Roinn-seòrsa:User be	Kategorio:Vikipediisto be
Roinn-seòrsa:User hr	Kategorio:Vikipediisto hr
Roinn-seòrsa:User sco	Kategorio:Vikipediisto sco
Roinn-seòrsa:User sk	Kategorio:Vikipediisto sk
Roinn-seòrsa:User sl	Kategorio:Vikipediisto sl
Roinn-seòrsa:User eo	Kategorio:Vikipediisto eo
Roinn-seòrsa:User et	Kategorio:Vikipediisto et
Roinn-seòrsa:User fr	Kategorio:Vikipediisto fr
Roinn-seòrsa:User gl	Kategorio:Vikipediisto gl
Roinn-seòrsa:User cy	Kategorio:Vikipediisto cy
Roinn-seòrsa:User id	Kategorio:Vikipediisto id
Roinn-seòrsa:User ga	Kategorio:Vikipediisto ga
Roinn-seòrsa:User ja	Kategorio:Vikipediisto ja
Roinn-seòrsa:User la	Kategorio:Vikipediisto la
Roinn-seòrsa:User nn	Kategorio:Vikipediisto nn
Roinn-seòrsa:User pt	Kategorio:Vikipediisto pt
Roinn-seòrsa:User ro	Kategorio:Vikipediisto ro
Roinn-seòrsa:User sv	Kategorio:Vikipediisto sv
Roinn-seòrsa:User cs-3	Kategorio:Vikipediisto cs-3
Roinn-seòrsa:User fr-3	Kategorio:Vikipediisto fr-3
Roinn-seòrsa:User it-3	Kategorio:Vikipediisto it-3
Roinn-seòrsa:User ja-3	Kategorio:Vikipediisto ja-3
Roinn-seòrsa:User nl-3	Kategorio:Vikipediisto nl-3
Roinn-seòrsa:User da-1	Kategorio:Vikipediisto da-1
Roinn-seòrsa:User et-1	Kategorio:Vikipediisto et-1
Roinn-seòrsa:User cy-1	Kategorio:Vikipediisto cy-1
Roinn-seòrsa:User ga-1	Kategorio:Vikipediisto ga-1
Roinn-seòrsa:User nl-1	Kategorio:Vikipediisto nl-1
Roinn-seòrsa:User pl-1	Kategorio:Vikipediisto pl-1
Roinn-seòrsa:User ro-1	Kategorio:Vikipediisto ro-1
Roinn-seòrsa:User tr-1	Kategorio:Vikipediisto tr-1
Roinn-seòrsa:User ar-1	Kategorio:Vikipediisto ar-1
Roinn-seòrsa:User fr-4	Kategorio:Vikipediisto fr-4
Roinn-seòrsa:User be-2	Kategorio:Vikipediisto be-2
Roinn-seòrsa:User da-2	Kategorio:Vikipediisto da-2
Roinn-seòrsa:User sco-2	Kategorio:Vikipediisto sco-2
Roinn-seòrsa:User sk-2	Kategorio:Vikipediisto sk-2
Roinn-seòrsa:User fr-2	Kategorio:Vikipediisto fr-2
Roinn-seòrsa:User it-2	Kategorio:Vikipediisto it-2
Roinn-seòrsa:User la-2	Kategorio:Vikipediisto la-2
Roinn-seòrsa:User nl-2	Kategorio:Vikipediisto nl-2
Roinn-seòrsa:User pl-2	Kategorio:Vikipediisto pl-2
Roinn-seòrsa:User sv-2	Kategorio:Vikipediisto sv-2
Roinn-seòrsa:User tr-2	Kategorio:Vikipediisto tr-2
Roinn-seòrsa:User cs-N	Kategorio:Vikipediisto cs-D
Roinn-seòrsa:User sl-N	Kategorio:Vikipediisto sl-D
Roinn-seòrsa:User fr-N	Kategorio:Vikipediisto fr-D
Roinn-seòrsa:User it-N	Kategorio:Vikipediisto it-D
Roinn-seòrsa:User nl-N	Kategorio:Vikipediisto nl-D
Roinn-seòrsa:User no-N	Kategorio:Vikipediisto no-D
Roinn-seòrsa:User nn-N	Kategorio:Vikipediisto nn-D
Roinn-seòrsa:User ru-N	Kategorio:Vikipediisto ru-D
Roinn-seòrsa:Prìomh-bhailtean ann an Roinn a' Chuain Shèimh	Kategorio:Ĉefurboj de Oceanio
Roinn-seòrsa:Templates using ParserFunctions	Kategorio:Ŝablonoj uzantaj ParserFunctions
Roinn-seòrsa:User af	Kategorio:Vikipediisto af
Roinn-seòrsa:User af-1	Kategorio:Vikipediisto af-1
Roinn-seòrsa:User ar	Kategorio:Vikipediisto ar
Roinn-seòrsa:User cs	Kategorio:Vikipediisto cs
Roinn-seòrsa:User da	Kategorio:Vikipediisto da
Teamplaid:UF-hcard-person	Ŝablono:UF-hcard-persono
Roinn-seòrsa:User de	Kategorio:Vikipediisto de
Roinn-seòrsa:User de-2	Kategorio:Vikipediisto de-2
Roinn-seòrsa:User de-3	Kategorio:Vikipediisto de-3
Roinn-seòrsa:User de-4	Kategorio:Vikipediisto de-4
Roinn-seòrsa:User de-N	Kategorio:Vikipediisto de-D
Roinn-seòrsa:User dsb	Kategorio:Vikipediisto dsb
Roinn-seòrsa:User dsb-1	Kategorio:Vikipediisto dsb-1
Roinn-seòrsa:User el	Kategorio:Vikipediisto el
Roinn-seòrsa:User el-N	Kategorio:Vikipediisto el-D
Roinn-seòrsa:User en-3	Kategorio:Vikipediisto en-3
Roinn-seòrsa:User en-5	Kategorio:Vikipediisto en-5
Roinn-seòrsa:User en-N	Kategorio:Vikipediisto en-D
Roinn-seòrsa:User eo-1	Kategorio:Vikipediisto eo-1
Roinn-seòrsa:User eo-2	Kategorio:Vikipediisto eo-2
Roinn-seòrsa:User eo-3	Kategorio:Vikipediisto eo-3
Roinn-seòrsa:User es	Kategorio:Vikipediisto es
Roinn-seòrsa:User es-1	Kategorio:Vikipediisto es-1
Roinn-seòrsa:User es-2	Kategorio:Vikipediisto es-2
Roinn-seòrsa:User es-3	Kategorio:Vikipediisto es-3
Roinn-seòrsa:User es-N	Kategorio:Vikipediisto es-D
Roinn-seòrsa:User fa	Kategorio:Vikipediisto fa
Roinn-seòrsa:User fa-1	Kategorio:Vikipediisto fa-1
Roinn-seòrsa:User fi	Kategorio:Vikipediisto fi
Roinn-seòrsa:User fi-N	Kategorio:Vikipediisto fi-D
Roinn-seòrsa:User he	Kategorio:Vikipediisto he
Roinn-seòrsa:User he-2	Kategorio:Vikipediisto he-2
Teamplaid:N/a	Ŝablono:N/a
Roinn-seòrsa:User hr-1	Kategorio:Vikipediisto hr-1
Roinn-seòrsa:User hu	Kategorio:Vikipediisto hu
Roinn-seòrsa:User hu-1	Kategorio:Vikipediisto hu-1
Roinn-seòrsa:User id-3	Kategorio:Vikipediisto id-3
Roinn-seòrsa:User io	Kategorio:Vikipediisto io
Roinn-seòrsa:User is	Kategorio:Vikipediisto is
Roinn-seòrsa:User is-1	Kategorio:Vikipediisto is-1
Teamplaid:User la-3	Ŝablono:Vikipediisto la-3
Roinn-seòrsa:Aibidil Eabhra	Kategorio:Hebrea alfabeto
Easbaigeachas	Anglikanismo
Roinn-seòrsa:User pl-N	Kategorio:Vikipediisto pl-D
Roinn-seòrsa:User pt-1	Kategorio:Vikipediisto pt-1
Roinn-seòrsa:Sgrìobhadairean Portagaileach	Kategorio:Portugalaj verkistoj
Roinn-seòrsa:Geoimeatras	Kategorio:Geometrio
Roinn-seòrsa:Na h-Eileanan Canàrach	Kategorio:Kanarioj
Roinn-seòrsa:User it	Kategorio:Vikipediisto it
Roinn-seòrsa:User it-1	Kategorio:Vikipediisto it-1
Roinn-seòrsa:User ja-1	Kategorio:Vikipediisto ja-1
Roinn-seòrsa:User la-1	Kategorio:Vikipediisto la-1
Roinn-seòrsa:User la-3	Kategorio:Vikipediisto la-3
Leòdhas	Lewis
Teamplaid:Information	Ŝablono:Informo por dosiero
Roinn-seòrsa:14mh linn RC	Kategorio:14-a jarcento a.K.
Breac-òtraich	Herpeto
Roinn-seòrsa:User ru-1	Kategorio:Vikipediisto ru-1
Teamplaid:Expand list	Ŝablono:Malkompleta listo
Teamplaid:Tdeprecated	Ŝablono:Evitinda
Mial	Laŭso
Teamplaid:User sv-1	Ŝablono:Vikipediisto sv-1
Teamplaid:Babel field 2	Ŝablono:Babel kadro 2
Roinn-seòrsa:Strìopachas	Kategorio:Prostituado
Roinn-seòrsa:Caistealan	Kategorio:Burgoj
Roinn-seòrsa:Sasainn	Kategorio:Anglio
Teamplaid:Babel field 5	Ŝablono:Babel kadro 5
Roinn-seòrsa:User nds	Kategorio:Vikipediisto nds
Roinn-seòrsa:User nds-1	Kategorio:Vikipediisto nds-1
Teamplaid:Coord/dms2dec	Ŝablono:Koord/gmsaldek
Roinn-seòrsa:Sgrìobhadairean Sasannach	Kategorio:Anglaj verkistoj
Teamplaid:Yes2	Ŝablono:Jes2
Roinn-seòrsa:Sgrìobhadairean Pearùthach	Kategorio:Peruaj verkistoj
Roinn-seòrsa:Uisge	Kategorio:Akvo
Roinn-seòrsa:Oklahoma	Kategorio:Oklahomo
Roinn-seòrsa:A' Bhealaruis	Kategorio:Belorusio
Roinn-seòrsa:Alba Nuadh	Kategorio:Nov-Skotio
Roinn-seòrsa:Massachusetts	Kategorio:Masaĉuseco
Teamplaid:Mòr-roinnean ann an Canada	Ŝablono:Provincoj de Kanado
Teamplaid:!)	Ŝablono:!)
Teamplaid:(!	Ŝablono:(!
Roinn-seòrsa:1910an	Kategorio:1910-1919
Roinn-seòrsa:1920an	Kategorio:1920-1929
Roinn-seòrsa:1950an	Kategorio:1950-1959
Roinn-seòrsa:1990an	Kategorio:1990-1999
Roinn-seòrsa:2000an	Kategorio:2000-aj jaroj
Roinn-seòrsa:2010an	Kategorio:2010-aj jaroj
Roinn-seòrsa:2020an	Kategorio:2020-aj jaroj
Teamplaid:User ru-2	Ŝablono:Vikipediisto ru-2
Teamplaid:User es-3	Ŝablono:Vikipediisto es-3
Roinn-seòrsa:User pt-2	Kategorio:Vikipediisto pt-2
Roinn-seòrsa:User pt-N	Kategorio:Vikipediisto pt-D
Roinn-seòrsa:User ro-2	Kategorio:Vikipediisto ro-2
Roinn-seòrsa:User ru	Kategorio:Vikipediisto ru
Roinn-seòrsa:User ru-2	Kategorio:Vikipediisto ru-2
Roinn-seòrsa:User ru-3	Kategorio:Vikipediisto ru-3
Roinn-seòrsa:User ru-4	Kategorio:Vikipediisto ru-4
Roinn-seòrsa:User sk-1	Kategorio:Vikipediisto sk-1
Roinn-seòrsa:User sr	Kategorio:Vikipediisto sr
Roinn-seòrsa:User sr-1	Kategorio:Vikipediisto sr-1
Roinn-seòrsa:User sv-1	Kategorio:Vikipediisto sv-1
Roinn-seòrsa:User sv-3	Kategorio:Vikipediisto sv-3
Roinn-seòrsa:User sv-N	Kategorio:Vikipediisto sv-D
Roinn-seòrsa:User tr	Kategorio:Vikipediisto tr
Roinn-seòrsa:User tr-N	Kategorio:Vikipediisto tr-D
Roinn-seòrsa:User uk-1	Kategorio:Vikipediisto uk-1
Roinn-seòrsa:User uk-2	Kategorio:Vikipediisto uk-2
Roinn-seòrsa:User uk-3	Kategorio:Vikipediisto uk-3
Roinn-seòrsa:User uk-4	Kategorio:Vikipediisto uk-4
Roinn-seòrsa:User uk-5	Kategorio:Vikipediisto uk-5
Roinn-seòrsa:User vi	Kategorio:Vikipediisto vi
Roinn-seòrsa:User vi-N	Kategorio:Vikipediisto vi-D
Roinn-seòrsa:1692	Kategorio:1692
Roinn-seòrsa:Eilean Mhanainn	Kategorio:Manksinsulo
Roinn-seòrsa:Luchd-ciùil	Kategorio:Muzikistoj
Teamplaid:Lang	Ŝablono:Lang
Universidade Federal do Recôncavo da Bahia	Universidade Federal do Recôncavo da Bahia
Roinn-seòrsa:Seòladairean Sasannach	Kategorio:Anglaj maristoj
Roinn-seòrsa:Sgrìobhadairean Innis Tìleach	Kategorio:Islandaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Sìneach	Kategorio:Ĉinaj verkistoj
Teamplaid:User ro-1	Ŝablono:Vikipediisto ro-1
Roinn-seòrsa:Craobhan	Kategorio:Arboj
Roinn-seòrsa:3mh Linn	Kategorio:3-a jarcento
Roinn-seòrsa:11mh linn	Kategorio:11-a jarcento
Roinn-seòrsa:17mh linn	Kategorio:17-a jarcento
Roinn-seòrsa:10mh Linn	Kategorio:10-a jarcento
Roinn-seòrsa:1400an	Kategorio:1400-1409
Roinn-seòrsa:7mh Linn	Kategorio:7-a jarcento
Roinn-seòrsa:Fiamh daonna	Kategorio:Homoj
Roinn-seòrsa:Sgrìobhadairean Nirribheach	Kategorio:Norvegaj verkistoj
Teamplaid:Birth date	Ŝablono:Naskiĝdato
Roinn-seòrsa:Régions na Frainge	Kategorio:Regionoj de Francio
Teamplaid:User sv-3	Ŝablono:Vikipediisto sv-3
Roinn-seòrsa:LCDT-dualchas	Kategorio:GLAT-kulturo
Roinn-seòrsa:Florida	Kategorio:Florido
Roinn-seòrsa:Glaschu	Kategorio:Glasgovo
Roinn-seòrsa:Nevada	Kategorio:Nevado
Roinn-seòrsa:Nebraska	Kategorio:Nebrasko
Roinn-seòrsa:Dakota a Tuath	Kategorio:Norda Dakoto
Roinn-seòrsa:Meagsago Nuadh	Kategorio:Nov-Meksiko
Roinn-seòrsa:Eabhraig Nuadh (stàit)	Kategorio:Nov-Jorkio
Roinn-seòrsa:Jersey Nuadh	Kategorio:Nov-Ĵerzejo
Roinn-seòrsa:Hampshire Nuadh	Kategorio:Nov-Hampŝiro
Roinn-seòrsa:Rhode Island	Kategorio:Rod-Insulo
Roinn-seòrsa:Louisiana	Kategorio:Luiziano
Roinn-seòrsa:Maryland	Kategorio:Marilando
Roinn-seòrsa:Maine	Kategorio:Majno
Roinn-seòrsa:Minnesota	Kategorio:Minesoto
Roinn-seòrsa:Michigan	Kategorio:Miĉigano
Roinn-seòrsa:Mississippi	Kategorio:Misisipio
Roinn-seòrsa:Missouri	Kategorio:Misurio
Roinn-seòrsa:Vermont	Kategorio:Vermonto
Roinn-seòrsa:Virginia	Kategorio:Virginio
Roinn-seòrsa:Dakota a Deas	Kategorio:Suda Dakoto
Roinn-seòrsa:Idaho	Kategorio:Idaho
Roinn-seòrsa:Iowa	Kategorio:Iovao
Roinn-seòrsa:Arkansas	Kategorio:Arkansaso
Roinn-seòrsa:Alasca	Kategorio:Alasko
Roinn-seòrsa:Arizona	Kategorio:Arizono
Roinn-seòrsa:Alabama	Kategorio:Alabamo
Roinn-seòrsa:Oregon	Kategorio:Oregono
Roinn-seòrsa:Ohio	Kategorio:Ohio
Roinn-seòrsa:Virginia an Iar	Kategorio:Okcidenta Virginio
Roinn-seòrsa:Wisconsin	Kategorio:Viskonsino
Roinn-seòrsa:Utah	Kategorio:Utaho
Roinn-seòrsa:Indiana	Kategorio:Indianio
Roinn-seòrsa:Illinois	Kategorio:Ilinojo
Roinn-seòrsa:Kansas	Kategorio:Kansaso
Roinn-seòrsa:Calafòrnia	Kategorio:Kalifornio
Roinn-seòrsa:Kentucky	Kategorio:Kentukio
Roinn-seòrsa:Connecticut	Kategorio:Konektikuto
Roinn-seòrsa:Colorado	Kategorio:Koloradio
Roinn-seòrsa:Texas	Kategorio:Teksaso
Roinn-seòrsa:Pennsylvania	Kategorio:Pensilvanio
Roinn-seòrsa:Hawaii	Kategorio:Havajo
Roinn-seòrsa:An Dàrna Cogadh	Kategorio:Dua mondmilito
Roinn-seòrsa:An Cogadh Mòr	Kategorio:Unua mondmilito
Roinn-seòrsa:Sgrìobhadairean Beilgeach	Kategorio:Belgaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Sileach	Kategorio:Ĉiliaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Gearmailteach	Kategorio:Germanaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Danmhairgeach	Kategorio:Danaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Ostaireach	Kategorio:Aŭstraj verkistoj
Roinn-seòrsa:Sgrìobhadairean Frangach	Kategorio:Francaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Greugach	Kategorio:Grekaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Innseanach	Kategorio:Barataj verkistoj
Roinn-seòrsa:Sgrìobhadairean Èireannach	Kategorio:Irlandaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Eadailteach	Kategorio:Italaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Seapanach	Kategorio:Japanaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Canèideanach	Kategorio:Kanadaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Liotuàinianach	Kategorio:Litovaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Pòlach	Kategorio:Polaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Romàinianach	Kategorio:Rumanaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Ruiseanach	Kategorio:Rusiaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Eilbheiseach	Kategorio:Svisaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Spàinnteach	Kategorio:Hispanaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Seiceach	Kategorio:Ĉeĥaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Aimeireaganach	Kategorio:Usonaj verkistoj
Roinn-seòrsa:Ceinia	Kategorio:Kenjo
Roinn-seòrsa:Bàsan 2011	Kategorio:Mortintoj en 2011
Roinn-seòrsa:Delaware	Kategorio:Delavaro
Roinn-seòrsa:Georgia (stàit)	Kategorio:Georgio
Roinn-seòrsa:Montana	Kategorio:Montano
Teamplaid:Merge	Ŝablono:Kunigu
Roinn-seòrsa:Tennessee	Kategorio:Tenesio
Roinn-seòrsa:1986	Kategorio:1986
Roinn-seòrsa:Poileataigs na h-Alba	Kategorio:Politiko de Skotlando
Teamplaid:Infobox Language/family-color	Ŝablono:Informkesto lingvo/Koloro
Teamplaid:User cs-3	Ŝablono:Vikipediisto cs-3
Roinn-seòrsa:Aibhnichean	Kategorio:Riveroj
Teamplaid:User pl-2	Ŝablono:Vikipediisto pl-2
Teamplaid:User pt	Ŝablono:Vikipediisto pt
Teamplaid:User ro-2	Ŝablono:Vikipediisto ro-2
Teamplaid:User ru-1	Ŝablono:Vikipediisto ru-1
Teamplaid:User sk-1	Ŝablono:Vikipediisto sk-1
Teamplaid:User sk-2	Ŝablono:Vikipediisto sk-2
Teamplaid:User sr-1	Ŝablono:Vikipediisto sr-1
Teamplaid:User tr-1	Ŝablono:Vikipediisto tr-1
Teamplaid:User uk-1	Ŝablono:Vikipediisto uk-1
Teamplaid:User zh-1	Ŝablono:Vikipediisto zh-1
Teamplaid:User zh-2	Ŝablono:Vikipediisto zh-2
Roinn-seòrsa:Lesser Antilles	Kategorio:Malgrandaj Antiloj
Roinn-seòrsa:Siombabue	Kategorio:Zimbabvo
Roinn-seòrsa:Cruinn-eòlas na h-Alba	Kategorio:Geografio de Skotlando
Roinn-seòrsa:1 mìle-bliadhna RC	Kategorio:1-a jarmilo a.K.
Roinn-seòrsa:User nl	Kategorio:Vikipediisto nl
Roinn-seòrsa:User no-2	Kategorio:Vikipediisto no-2
Roinn-seòrsa:User no	Kategorio:Vikipediisto no
Roinn-seòrsa:User zh-1	Kategorio:Vikipediisto zh-1
Roinn-seòrsa:User zh-2	Kategorio:Vikipediisto zh-2
Roinn-seòrsa:Nollaig	Kategorio:Kristnasko
Roinn-seòrsa:1 Linn	Kategorio:1-a jarcento
Roinn-seòrsa:13mh linn	Kategorio:13-a jarcento
Roinn-seòrsa:16mh linn	Kategorio:16-a jarcento
Roinn-seòrsa:12mh linn	Kategorio:12-a jarcento
Roinn-seòrsa:2na Linn	Kategorio:2-a jarcento
Roinn-seòrsa:22mh linn	Kategorio:22-a jarcento
Roinn-seòrsa:4mh Linn	Kategorio:4-a jarcento
Roinn-seòrsa:5mh Linn	Kategorio:5-a jarcento
Roinn-seòrsa:18mh linn	Kategorio:18-a jarcento
Roinn-seòrsa:6mh Linn	Kategorio:6-a jarcento
Roinn-seòrsa:8mh Linn	Kategorio:8-a jarcento
Roinn-seòrsa:2 mìle-bliadhna	Kategorio:2-a jarmilo
Roinn-seòrsa:1 mìle-bliadhna	Kategorio:1-a jarmilo
Roinn-seòrsa:4mh linn RC	Kategorio:4-a jarcento a.K.
Roinn-seòrsa:Sgrìobhadairean Turcach	Kategorio:Turklingvaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Nigerianach	Kategorio:Niĝeriaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Meagsagach	Kategorio:Meksikaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Astràilianach	Kategorio:Aŭstraliaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Èipheiteach	Kategorio:Egiptaj verkistoj
Roinn-seòrsa:Feallsanaiche Greugach	Kategorio:Grekaj filozofoj
Roinn-seòrsa:Sgrìobhadairean Albannach	Kategorio:Skotaj verkistoj
Roinn-seòrsa:Cànain Innd-Eòrpach	Kategorio:Hindeŭropa lingvaro
Roinn-seòrsa:Luchd-ciùil Albannach	Kategorio:Skotaj kantistoj
Roinn-seòrsa:Gnàthan-charachtair	Kategorio:Tipaj roluloj
Roinn-seòrsa:Duais Nobel	Kategorio:Nobel-premio
Roinn-seòrsa:5mh linn RC	Kategorio:5-a jarcento a.K.
Roinn-seòrsa:6mh Linn RC	Kategorio:6-a jarcento a.K.
Roinn-seòrsa:7mh Linn RC	Kategorio:7-a jarcento a.K.
Roinn-seòrsa:10mh linn RC	Kategorio:10-a jarcento a.K.
Roinn-seòrsa:12mh linn RC	Kategorio:12-a jarcento a.K.
Roinn-seòrsa:13mh linn RC	Kategorio:13-a jarcento a.K.
Roinn-seòrsa:15mh linn	Kategorio:15-a jarcento
Roinn-seòrsa:15mh linn RC	Kategorio:15-a jarcento a.K.
Roinn-seòrsa:A' Chairtbheil	Kategorio:Kartvelio
Roinn-seòrsa:Sgrìobhadairean à Afraga a Deas	Kategorio:Sudafrikaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Guatamalach	Kategorio:Gvatemalaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Bulgàirianach	Kategorio:Bulgaraj verkistoj
Roinn-seòrsa:Sgrìobhadairean Coloimbiach	Kategorio:Kolombiaj verkistoj
Roinn-seòrsa:Sgrìobhadairean Suòmach	Kategorio:Finnaj verkistoj
Roinn-seòrsa:2na linn RC	Kategorio:2-a jarcento a.K.
Roinn-seòrsa:3mh linn RC	Kategorio:3-a jarcento a.K.
Roinn-seòrsa:9mh linn RC	Kategorio:9-a jarcento a.K.
Roinn-seòrsa:11mh linn RC	Kategorio:11-a jarcento a.K.
Roinn-seòrsa:16mh linn RC	Kategorio:16-a jarcento a.K.
Roinn-seòrsa:17mh linn RC	Kategorio:17-a jarcento a.K.
Roinn-seòrsa:19mh linn RC	Kategorio:19-a jarcento a.K.
Roinn-seòrsa:Sri Lanca	Kategorio:Sri-Lanko
Roinn-seòrsa:8mh linn RC	Kategorio:8-a jarcento a.K.
Roinn-seòrsa:9mh Linn	Kategorio:9-a jarcento
Roinn-seòrsa:18mh linn RC	Kategorio:18-a jarcento a.K.
Roinn-seòrsa:Aonadh Sobhiat	Kategorio:Sovetunio
Roinn-seòrsa:An Iùgoslabh	Kategorio:Jugoslavio
Roinn-seòrsa:Template namespace templates	Kategorio:Ŝablono:Helpa ŝablono
Roinn-seòrsa:1mh linn RC	Kategorio:1-a jarcento a.K.
Roinn-seòrsa:Sgrìobhadairean Palastainiach	Kategorio:Palestinaj verkistoj
Teamplaid:User de-4	Ŝablono:Vikipediisto de-4
Roinn-seòrsa:A' Chuimrigh	Kategorio:Kimrio
Roinn-seòrsa:Cinn-suidhe nan Stàitean Aonaichte	Kategorio:Prezidantoj de Usono
Roinn-seòrsa:Trianaid agus Tobago	Kategorio:Trinidado kaj Tobago
Roinn-seòrsa:Suranam	Kategorio:Surinamo
Roinn-seòrsa:Nirribhidh	Kategorio:Norvegio
Roinn-seòrsa:Panama	Kategorio:Panamo
Roinn-seòrsa:Paraguaidh	Kategorio:Paragvajo
Roinn-seòrsa:Fìdi	Kategorio:Fiĝioj
Roinn-seòrsa:Liechtenstein	Kategorio:Liĥtenŝtejno
Roinn-seòrsa:Uruguaidh	Kategorio:Urugvajo
Roinn-seòrsa:Andorra	Kategorio:Andoro
Roinn-seòrsa:Pearù	Kategorio:Peruo
Roinn-seòrsa:Boilibhia	Kategorio:Bolivio
Roinn-seòrsa:Albàinia	Kategorio:Albanio
Roinn-seòrsa:Iasg	Kategorio:Fiŝoj
Roinn-seòrsa:Miotas-eòlas	Kategorio:Mitologio
Roinn-seòrsa:Seann Tiomnadh	Kategorio:Malnova Testamento
Roinn-seòrsa:3mh mìle-bliadhna RC	Kategorio:3-a jarmilo a.K.
Roinn-seòrsa:Beathaichean	Kategorio:Bestoj
Teamplaid:Coimhearsnachdan Fhèin-riaghlach na Spàinne	Ŝablono:Regionoj de Hispanio
Roinn-seòrsa:Na h-Eileanan Balèarach	Kategorio:Balearoj
Roinn-seòrsa:Tonga	Kategorio:Tongo
Roinn-seòrsa:Coloimbia	Kategorio:Kolombio
Roinn-seòrsa:Àirneis	Kategorio:Mebloj
Roinn-seòrsa:Aimearaga Mheadhanach	Kategorio:Mezameriko
Roinn-seòrsa:Aodach	Kategorio:Vestoj
Roinn-seòrsa:Prìomh-bhailtean	Kategorio:Ĉefurboj
Roinn-seòrsa:Afraga-an-Ear	Kategorio:Orientafriko
Roinn-seòrsa:Meatailt	Kategorio:Metaloj
Roinn-seòrsa:User pl	Kategorio:Vikipediisto pl
Roinn-seòrsa:3mh mìle-bliadhna	Kategorio:3-a jarmilo
Roinn-seòrsa:A' Chòrn	Kategorio:Kornvalo
Roinn-seòrsa:Co-mhaoineas	Kategorio:Komunismo
Roinn-seòrsa:Antargtaca	Kategorio:Antarkto
Roinn-seòrsa:Aimearaga a Tuath	Kategorio:Nordameriko
Roinn-seòrsa:Seinneadairean	Kategorio:Kantistoj
Teamplaid:Cànan	Ŝablono:Informkesto lingvo
Roinn-seòrsa:Guatamala	Kategorio:Gvatemalo
Roinn-seòrsa:Caistealan na h-Alba	Kategorio:Kasteloj en Skotlando
Roinn-seòrsa:Filmean co-cheangailte ri LCDT	Kategorio:GLAT-filmoj
Roinn-seòrsa:Macau	Kategorio:Makao
Teamplaid:User ga-1	Ŝablono:Vikipediisto ga-1
Teamplaid:User af-2	Ŝablono:Vikipediisto af-2
Roinn-seòrsa:Prìomh-bhailtean ann an Afraga	Kategorio:Ĉefurboj de Afriko
Roinn-seòrsa:Alba	Kategorio:Skotlando
