Áfríkà	Afriko
Ẹ̀ka:Oníṣe tr	Kategorio:Vikipediisto tr
Ẹ̀ka:Oníṣe tr-N	Kategorio:Vikipediisto tr-D
Ẹ̀ka:1650	Kategorio:1650
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1650	Kategorio:Mortintoj en 1650
Ẹ̀ka:1700	Kategorio:1700
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1700	Kategorio:Mortintoj en 1700
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1701	Kategorio:Naskiĝintoj en 1701
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1702	Kategorio:Naskiĝintoj en 1702
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1704	Kategorio:Mortintoj en 1704
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1705	Kategorio:Mortintoj en 1705
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1706	Kategorio:Naskiĝintoj en 1706
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1707	Kategorio:Mortintoj en 1707
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1708	Kategorio:Naskiĝintoj en 1708
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1709	Kategorio:Naskiĝintoj en 1709
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1710	Kategorio:Mortintoj en 1710
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1711	Kategorio:Naskiĝintoj en 1711
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1712	Kategorio:Mortintoj en 1712
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1713	Kategorio:Naskiĝintoj en 1713
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1714	Kategorio:Mortintoj en 1714
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1715	Kategorio:Naskiĝintoj en 1715
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1717	Kategorio:Mortintoj en 1717
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1719	Kategorio:Mortintoj en 1719
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1720	Kategorio:Naskiĝintoj en 1720
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1721	Kategorio:Mortintoj en 1721
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1722	Kategorio:Naskiĝintoj en 1722
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1723	Kategorio:Mortintoj en 1723
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1724	Kategorio:Naskiĝintoj en 1724
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1725	Kategorio:Mortintoj en 1725
Àdàkọ:Nbsp	Ŝablono:Spacoj
Ẹ̀ka:Àwọn olórin	Kategorio:Muzikistoj
Àdàkọ:Lang	Ŝablono:Lang
Ẹ̀ka:Àwọn ará Gámbíà	Kategorio:Gambianoj
Universidade Federal do Recôncavo da Bahia	Universidade Federal do Recôncavo da Bahia
Àdàkọ:Country flag IOC alias GBR	Ŝablono:Lando flago IOK GBR
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1969	Kategorio:Mortintoj en 1969
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1881	Kategorio:Naskiĝintoj en 1881
Ẹ̀ka:Àwọn ísótòpù	Kategorio:Izotopoj
Ẹ̀ka:Ìladò Suez	Kategorio:Sueza Kanalo
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel	Kategorio:Nobel-premiitoj laŭ fako
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1944	Kategorio:Naskiĝintoj en 1944
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1932	Kategorio:Naskiĝintoj en 1932
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1934	Kategorio:Naskiĝintoj en 1934
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1935	Kategorio:Naskiĝintoj en 1935
Ẹ̀ka:Àwọn ojọ́ìbí ní 1941	Kategorio:Naskiĝintoj en 1941
Ẹ̀ka:Àwọn ènìyàn gẹ́gẹ́bí iṣẹ́ àti ọmọorílẹ̀-èdè	Kategorio:Profesioj laŭ landoj
Ẹ̀ka:Iṣẹ́	Kategorio:Dungiĝado
Ẹ̀ka:Ìṣeọ̀rọ̀àwùjọ	Kategorio:Sociologio
Ẹ̀ka:Àwọn ìdìmúlẹ̀ àwùjọ	Kategorio:Sociaj institucioj
Ẹ̀ka:Àwọn sístẹ́mù àwùjọ	Kategorio:Sociaj sistemoj
Ẹ̀ka:Àwọn sístẹ́mù	Kategorio:Sistemoj
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1700	Kategorio:Naskiĝintoj en 1700
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1703	Kategorio:Naskiĝintoj en 1703
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1707	Kategorio:Naskiĝintoj en 1707
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1710	Kategorio:Naskiĝintoj en 1710
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1712	Kategorio:Naskiĝintoj en 1712
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1714	Kategorio:Naskiĝintoj en 1714
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1716	Kategorio:Naskiĝintoj en 1716
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1719	Kategorio:Naskiĝintoj en 1719
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1721	Kategorio:Naskiĝintoj en 1721
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1723	Kategorio:Naskiĝintoj en 1723
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1725	Kategorio:Naskiĝintoj en 1725
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1726	Kategorio:Naskiĝintoj en 1726
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1727	Kategorio:Naskiĝintoj en 1727
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1728	Kategorio:Naskiĝintoj en 1728
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1729	Kategorio:Naskiĝintoj en 1729
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1730	Kategorio:Naskiĝintoj en 1730
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1731	Kategorio:Naskiĝintoj en 1731
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1732	Kategorio:Naskiĝintoj en 1732
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1733	Kategorio:Naskiĝintoj en 1733
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1734	Kategorio:Naskiĝintoj en 1734
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1735	Kategorio:Naskiĝintoj en 1735
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1736	Kategorio:Naskiĝintoj en 1736
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1737	Kategorio:Naskiĝintoj en 1737
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1738	Kategorio:Naskiĝintoj en 1738
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1739	Kategorio:Naskiĝintoj en 1739
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1740	Kategorio:Naskiĝintoj en 1740
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1741	Kategorio:Naskiĝintoj en 1741
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1742	Kategorio:Naskiĝintoj en 1742
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1743	Kategorio:Naskiĝintoj en 1743
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1744	Kategorio:Naskiĝintoj en 1744
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1745	Kategorio:Naskiĝintoj en 1745
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1746	Kategorio:Naskiĝintoj en 1746
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1747	Kategorio:Naskiĝintoj en 1747
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1748	Kategorio:Naskiĝintoj en 1748
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1749	Kategorio:Naskiĝintoj en 1749
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1750	Kategorio:Naskiĝintoj en 1750
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1751	Kategorio:Naskiĝintoj en 1751
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1752	Kategorio:Naskiĝintoj en 1752
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1753	Kategorio:Naskiĝintoj en 1753
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1754	Kategorio:Naskiĝintoj en 1754
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1755	Kategorio:Naskiĝintoj en 1755
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1756	Kategorio:Naskiĝintoj en 1756
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1757	Kategorio:Naskiĝintoj en 1757
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1758	Kategorio:Naskiĝintoj en 1758
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1759	Kategorio:Naskiĝintoj en 1759
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1760	Kategorio:Naskiĝintoj en 1760
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1761	Kategorio:Naskiĝintoj en 1761
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1762	Kategorio:Naskiĝintoj en 1762
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1763	Kategorio:Naskiĝintoj en 1763
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1764	Kategorio:Naskiĝintoj en 1764
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1765	Kategorio:Naskiĝintoj en 1765
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1766	Kategorio:Naskiĝintoj en 1766
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1767	Kategorio:Naskiĝintoj en 1767
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1768	Kategorio:Naskiĝintoj en 1768
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1769	Kategorio:Naskiĝintoj en 1769
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1770	Kategorio:Naskiĝintoj en 1770
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1771	Kategorio:Naskiĝintoj en 1771
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1772	Kategorio:Naskiĝintoj en 1772
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1773	Kategorio:Naskiĝintoj en 1773
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1774	Kategorio:Naskiĝintoj en 1774
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1775	Kategorio:Naskiĝintoj en 1775
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1776	Kategorio:Naskiĝintoj en 1776
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1777	Kategorio:Naskiĝintoj en 1777
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1778	Kategorio:Naskiĝintoj en 1778
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1779	Kategorio:Naskiĝintoj en 1779
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1780	Kategorio:Naskiĝintoj en 1780
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1781	Kategorio:Naskiĝintoj en 1781
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1782	Kategorio:Naskiĝintoj en 1782
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1783	Kategorio:Naskiĝintoj en 1783
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1784	Kategorio:Naskiĝintoj en 1784
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1785	Kategorio:Naskiĝintoj en 1785
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1786	Kategorio:Naskiĝintoj en 1786
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1787	Kategorio:Naskiĝintoj en 1787
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1788	Kategorio:Naskiĝintoj en 1788
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1789	Kategorio:Naskiĝintoj en 1789
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1790	Kategorio:Naskiĝintoj en 1790
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1791	Kategorio:Naskiĝintoj en 1791
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1792	Kategorio:Naskiĝintoj en 1792
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1794	Kategorio:Naskiĝintoj en 1794
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1795	Kategorio:Naskiĝintoj en 1795
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1796	Kategorio:Naskiĝintoj en 1796
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1797	Kategorio:Naskiĝintoj en 1797
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1798	Kategorio:Naskiĝintoj en 1798
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1799	Kategorio:Naskiĝintoj en 1799
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1800	Kategorio:Naskiĝintoj en 1800
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1801	Kategorio:Naskiĝintoj en 1801
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1803	Kategorio:Naskiĝintoj en 1803
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1804	Kategorio:Naskiĝintoj en 1804
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1805	Kategorio:Naskiĝintoj en 1805
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1806	Kategorio:Naskiĝintoj en 1806
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1807	Kategorio:Naskiĝintoj en 1807
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1808	Kategorio:Naskiĝintoj en 1808
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1809	Kategorio:Naskiĝintoj en 1809
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1810	Kategorio:Naskiĝintoj en 1810
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1813	Kategorio:Naskiĝintoj en 1813
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1814	Kategorio:Naskiĝintoj en 1814
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1815	Kategorio:Naskiĝintoj en 1815
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1816	Kategorio:Naskiĝintoj en 1816
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1818	Kategorio:Naskiĝintoj en 1818
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1819	Kategorio:Naskiĝintoj en 1819
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1820	Kategorio:Naskiĝintoj en 1820
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1821	Kategorio:Naskiĝintoj en 1821
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1822	Kategorio:Naskiĝintoj en 1822
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1824	Kategorio:Naskiĝintoj en 1824
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1825	Kategorio:Naskiĝintoj en 1825
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1826	Kategorio:Naskiĝintoj en 1826
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1827	Kategorio:Naskiĝintoj en 1827
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1828	Kategorio:Naskiĝintoj en 1828
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1830	Kategorio:Naskiĝintoj en 1830
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1831	Kategorio:Naskiĝintoj en 1831
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1832	Kategorio:Naskiĝintoj en 1832
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1833	Kategorio:Naskiĝintoj en 1833
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1835	Kategorio:Naskiĝintoj en 1835
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1836	Kategorio:Naskiĝintoj en 1836
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1839	Kategorio:Naskiĝintoj en 1839
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1840	Kategorio:Naskiĝintoj en 1840
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1841	Kategorio:Naskiĝintoj en 1841
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1842	Kategorio:Naskiĝintoj en 1842
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1843	Kategorio:Naskiĝintoj en 1843
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1844	Kategorio:Naskiĝintoj en 1844
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1845	Kategorio:Naskiĝintoj en 1845
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1846	Kategorio:Naskiĝintoj en 1846
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1847	Kategorio:Naskiĝintoj en 1847
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1848	Kategorio:Naskiĝintoj en 1848
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1849	Kategorio:Naskiĝintoj en 1849
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1850	Kategorio:Naskiĝintoj en 1850
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1851	Kategorio:Naskiĝintoj en 1851
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1852	Kategorio:Naskiĝintoj en 1852
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1853	Kategorio:Naskiĝintoj en 1853
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1854	Kategorio:Naskiĝintoj en 1854
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1855	Kategorio:Naskiĝintoj en 1855
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1857	Kategorio:Naskiĝintoj en 1857
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1858	Kategorio:Naskiĝintoj en 1858
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1859	Kategorio:Naskiĝintoj en 1859
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1860	Kategorio:Naskiĝintoj en 1860
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1861	Kategorio:Naskiĝintoj en 1861
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1864	Kategorio:Naskiĝintoj en 1864
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1865	Kategorio:Naskiĝintoj en 1865
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1866	Kategorio:Naskiĝintoj en 1866
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1869	Kategorio:Naskiĝintoj en 1869
Ẹ̀ka:Àwọn ojọ́ìbí ní àwọn ọdún 1870	Kategorio:Naskiĝintoj en 1870-1879
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1870	Kategorio:Naskiĝintoj en 1870
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1872	Kategorio:Naskiĝintoj en 1872
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1873	Kategorio:Naskiĝintoj en 1873
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1874	Kategorio:Naskiĝintoj en 1874
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1876	Kategorio:Naskiĝintoj en 1876
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1877	Kategorio:Naskiĝintoj en 1877
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1878	Kategorio:Naskiĝintoj en 1878
Ẹ̀ka:Àwọn ojọ́ìbí ní àwọn ọdún 1880	Kategorio:Naskiĝintoj en 1880-1889
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1880	Kategorio:Naskiĝintoj en 1880
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1882	Kategorio:Naskiĝintoj en 1882
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1883	Kategorio:Naskiĝintoj en 1883
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1884	Kategorio:Naskiĝintoj en 1884
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1885	Kategorio:Naskiĝintoj en 1885
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1886	Kategorio:Naskiĝintoj en 1886
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1887	Kategorio:Naskiĝintoj en 1887
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1889	Kategorio:Naskiĝintoj en 1889
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1890	Kategorio:Naskiĝintoj en 1890
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1891	Kategorio:Naskiĝintoj en 1891
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1892	Kategorio:Naskiĝintoj en 1892
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1893	Kategorio:Naskiĝintoj en 1893
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1894	Kategorio:Naskiĝintoj en 1894
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1895	Kategorio:Naskiĝintoj en 1895
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1896	Kategorio:Naskiĝintoj en 1896
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1897	Kategorio:Naskiĝintoj en 1897
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1900	Kategorio:Naskiĝintoj en 1900
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1901	Kategorio:Naskiĝintoj en 1901
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1902	Kategorio:Naskiĝintoj en 1902
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1904	Kategorio:Naskiĝintoj en 1904
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1905	Kategorio:Naskiĝintoj en 1905
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1907	Kategorio:Naskiĝintoj en 1907
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1908	Kategorio:Naskiĝintoj en 1908
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1909	Kategorio:Naskiĝintoj en 1909
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1912	Kategorio:Naskiĝintoj en 1912
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1913	Kategorio:Naskiĝintoj en 1913
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1914	Kategorio:Naskiĝintoj en 1914
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1917	Kategorio:Naskiĝintoj en 1917
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1918	Kategorio:Naskiĝintoj en 1918
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1919	Kategorio:Naskiĝintoj en 1919
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1922	Kategorio:Naskiĝintoj en 1922
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1923	Kategorio:Naskiĝintoj en 1923
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1927	Kategorio:Naskiĝintoj en 1927
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1928	Kategorio:Naskiĝintoj en 1928
Ẹ̀ka:Àwọn ojọ́ìbí ní 1942	Kategorio:Naskiĝintoj en 1942
Ẹ̀ka:Àwọn ojọ́ìbí ní 1943	Kategorio:Naskiĝintoj en 1943
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1945	Kategorio:Naskiĝintoj en 1945
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1947	Kategorio:Naskiĝintoj en 1947
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1949	Kategorio:Naskiĝintoj en 1949
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1952	Kategorio:Naskiĝintoj en 1952
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1953	Kategorio:Naskiĝintoj en 1953
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1957	Kategorio:Naskiĝintoj en 1957
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1958	Kategorio:Naskiĝintoj en 1958
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1959	Kategorio:Naskiĝintoj en 1959
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1961	Kategorio:Naskiĝintoj en 1961
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1962	Kategorio:Naskiĝintoj en 1962
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1966	Kategorio:Naskiĝintoj en 1966
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1967	Kategorio:Naskiĝintoj en 1967
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1968	Kategorio:Naskiĝintoj en 1968
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1969	Kategorio:Naskiĝintoj en 1969
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1971	Kategorio:Naskiĝintoj en 1971
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1972	Kategorio:Naskiĝintoj en 1972
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1973	Kategorio:Naskiĝintoj en 1973
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1975	Kategorio:Naskiĝintoj en 1975
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1976	Kategorio:Naskiĝintoj en 1976
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1978	Kategorio:Naskiĝintoj en 1978
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1979	Kategorio:Naskiĝintoj en 1979
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1980	Kategorio:Naskiĝintoj en 1980
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1981	Kategorio:Naskiĝintoj en 1981
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1982	Kategorio:Naskiĝintoj en 1982
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1985	Kategorio:Naskiĝintoj en 1985
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1986	Kategorio:Naskiĝintoj en 1986
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1987	Kategorio:Naskiĝintoj en 1987
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1988	Kategorio:Naskiĝintoj en 1988
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1989	Kategorio:Naskiĝintoj en 1989
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1991	Kategorio:Naskiĝintoj en 1991
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1993	Kategorio:Naskiĝintoj en 1993
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1994	Kategorio:Naskiĝintoj en 1994
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1995	Kategorio:Naskiĝintoj en 1995
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1996	Kategorio:Naskiĝintoj en 1996
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1997	Kategorio:Naskiĝintoj en 1997
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1999	Kategorio:Naskiĝintoj en 1999
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2000	Kategorio:Naskiĝintoj en 2000
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2001	Kategorio:Naskiĝintoj en 2001
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2002	Kategorio:Naskiĝintoj en 2002
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2005	Kategorio:Naskiĝintoj en 2005
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2006	Kategorio:Naskiĝintoj en 2006
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2012	Kategorio:Naskiĝintoj en 2012
Ẹ̀ka:Àwọn ìlú ní California	Kategorio:Urboj de Kalifornio
Ẹ̀ka:Ọ̀rúndún 3k	Kategorio:3-a jarcento
