ఆఫ్రికా	Afriko
వర్గం:సాహిత్యంలో నోబెల్ బహుమతి గ్రహీతలు	Kategorio:Nobel-premiitoj pri literaturo
వర్గం:1502	Kategorio:1502
వర్గం:1484	Kategorio:1484
మైత్రిపాల సిరిసేన	Maithripala Sirisena
మూస:CIV	Ŝablono:CIV
మూస:CRI	Ŝablono:CRI
వర్గం:2001 తెలుగు సినిమాలు	Kategorio:Filmoj aperintaj en 2001
మూస:CYP	Ŝablono:CYP
వర్గం:భారతదేశ భూగోళశాస్త్రము	Kategorio:Geografio de Barato
వర్గం:1993 తెలుగు సినిమాలు	Kategorio:Filmoj aperintaj en 1993
వర్గం:1518	Kategorio:1518
వర్గం:1518 మరణాలు	Kategorio:Mortintoj en 1518
వర్గం:1531 మరణాలు	Kategorio:Mortintoj en 1531
వర్గం:1540	Kategorio:1540
వర్గం:1540 మరణాలు	Kategorio:Mortintoj en 1540
వర్గం:1543 మరణాలు	Kategorio:Mortintoj en 1543
వర్గం:1546	Kategorio:1546
వర్గం:జీవ రసాయన శాస్త్రం	Kategorio:Biokemio
వర్గం:1566	Kategorio:1566
వర్గం:1569	Kategorio:1569
వర్గం:1580	Kategorio:1580
వర్గం:1580 మరణాలు	Kategorio:Mortintoj en 1580
వర్గం:1605	Kategorio:1605
వర్గం:1605 మరణాలు	Kategorio:Mortintoj en 1605
వర్గం:కంప్యూటర్ ప్రోగ్రామ్	Kategorio:Programado
వర్గం:1624	Kategorio:1624
వర్గం:1626	Kategorio:1626
వర్గం:1626 మరణాలు	Kategorio:Mortintoj en 1626
వర్గం:1951 తెలుగు సినిమాలు	Kategorio:Filmoj aperintaj en 1951
వర్గం:1640 మరణాలు	Kategorio:Mortintoj en 1640
వర్గం:1642	Kategorio:1642
వర్గం:1642 మరణాలు	Kategorio:Mortintoj en 1642
వర్గం:1652	Kategorio:1652
వర్గం:1657	Kategorio:1657
వర్గం:1666 మరణాలు	Kategorio:Mortintoj en 1666
వర్గం:1671 మరణాలు	Kategorio:Mortintoj en 1671
వర్గం:1686	Kategorio:1686
వర్గం:1689 మరణాలు	Kategorio:Mortintoj en 1689
వర్గం:1693	Kategorio:1693
వర్గం:1693 మరణాలు	Kategorio:Mortintoj en 1693
వర్గం:1706	Kategorio:1706
వర్గం:1708 మరణాలు	Kategorio:Mortintoj en 1708
వర్గం:1722	Kategorio:1722
వర్గం:1727 మరణాలు	Kategorio:Mortintoj en 1727
వర్గం:1743 మరణాలు	Kategorio:Mortintoj en 1743
వర్గం:1744 మరణాలు	Kategorio:Mortintoj en 1744
వర్గం:1751	Kategorio:1751
వర్గం:1766	Kategorio:1766
వర్గం:1767	Kategorio:1767
వర్గం:1775	Kategorio:1775
వర్గం:1776 మరణాలు	Kategorio:Mortintoj en 1776
వర్గం:1779	Kategorio:1779
వర్గం:1782 మరణాలు	Kategorio:Mortintoj en 1782
వర్గం:1790 మరణాలు	Kategorio:Mortintoj en 1790
వర్గం:విటమిన్లు	Kategorio:Vitaminoj
వర్గం:1970 తెలుగు సినిమాలు	Kategorio:Filmoj aperintaj en 1970
వర్గం:1778	Kategorio:1778
వర్గం:వాస్తవ ఆస్తి	Kategorio:Nemoveblaĵoj
మూస:EST	Ŝablono:EST
వర్గం:మిన్నసోటా	Kategorio:Minesoto
మూస:QAT	Ŝablono:QAT
మూస:RUS	Ŝablono:RUS
మూస:Style/ara	Ŝablono:Style/ara
మూస:TGO	Ŝablono:TGO
మూస:Non-free fair use	Ŝablono:Justa uzo
మూస:CHL	Ŝablono:CHL
మూస:Who	Ŝablono:Kiu?
మూస:PD-సొంతకృతి	Ŝablono:PD-mem
మూస:GRD	Ŝablono:GRD
దేశాల జాబితా – దీవుల దేశాలు	Listo de insulaj nacioj
మూస:LGPL	Ŝablono:LGPL
మూస:SYR	Ŝablono:SYR
మూస:CHN	Ŝablono:CHN
వర్గం:1928 మరణాలు	Kategorio:Mortintoj en 1928
వర్గం:1937 మరణాలు	Kategorio:Mortintoj en 1937
వర్గం:1950 మరణాలు	Kategorio:Mortintoj en 1950
వర్గం:కెన్యా	Kategorio:Kenjo
వర్గం:1486	Kategorio:1486
ఏకవర్ణ ఛాయాచిత్రకళ	Nigrablanka fotografio
వర్గం:1602	Kategorio:1602
వర్గం:1647 మరణాలు	Kategorio:Mortintoj en 1647
వర్గం:1666	Kategorio:1666
వర్గం:1672 మరణాలు	Kategorio:Mortintoj en 1672
మూస:ENG	Ŝablono:ENG
వర్గం:2011 మరణాలు	Kategorio:Mortintoj en 2011
మూస:HTI	Ŝablono:HTI
మూస:TCA	Ŝablono:TCA
మూస:విలీనము	Ŝablono:Kunigu
వర్గం:1503 మరణాలు	Kategorio:Mortintoj en 1503
వర్గం:1546 మరణాలు	Kategorio:Mortintoj en 1546
వర్గం:1728	Kategorio:1728
వర్గం:1733	Kategorio:1733
వర్గం:1743	Kategorio:1743
వర్గం:1747	Kategorio:1747
వర్గం:1749	Kategorio:1749
వర్గం:1750	Kategorio:1750
వర్గం:1754	Kategorio:1754
వర్గం:1755	Kategorio:1755
వర్గం:1757	Kategorio:1757
వర్గం:1761	Kategorio:1761
వర్గం:1762	Kategorio:1762
వర్గం:1763	Kategorio:1763
వర్గం:1763 మరణాలు	Kategorio:Mortintoj en 1763
వర్గం:1765 మరణాలు	Kategorio:Mortintoj en 1765
వర్గం:1768	Kategorio:1768
వర్గం:1770	Kategorio:1770
వర్గం:1772	Kategorio:1772
వర్గం:1773	Kategorio:1773
వర్గం:1774	Kategorio:1774
వర్గం:1774 మరణాలు	Kategorio:Mortintoj en 1774
వర్గం:1776	Kategorio:1776
వర్గం:1777	Kategorio:1777
వర్గం:1779 మరణాలు	Kategorio:Mortintoj en 1779
వర్గం:1782	Kategorio:1782
వర్గం:1788	Kategorio:1788
వర్గం:1790	Kategorio:1790
వర్గం:1791	Kategorio:1791
వర్గం:1792	Kategorio:1792
వర్గం:1794	Kategorio:1794
వర్గం:1798	Kategorio:1798
వర్గం:1799	Kategorio:1799
వర్గం:1800	Kategorio:1800
వర్గం:1801	Kategorio:1801
వర్గం:1802	Kategorio:1802
వర్గం:1803	Kategorio:1803
వర్గం:1804	Kategorio:1804
వర్గం:1804 మరణాలు	Kategorio:Mortintoj en 1804
వర్గం:1805	Kategorio:1805
వర్గం:1806	Kategorio:1806
వర్గం:1807	Kategorio:1807
వర్గం:1809	Kategorio:1809
వర్గం:1810	Kategorio:1810
వర్గం:1811	Kategorio:1811
వర్గం:1813	Kategorio:1813
వర్గం:1814	Kategorio:1814
వర్గం:User warning templates	Kategorio:Ŝablono:Averto
వర్గం:1815	Kategorio:1815
వర్గం:1816	Kategorio:1816
వర్గం:1817 మరణాలు	Kategorio:Mortintoj en 1817
వర్గం:1818	Kategorio:1818
వర్గం:1819	Kategorio:1819
వర్గం:1819 మరణాలు	Kategorio:Mortintoj en 1819
వర్గం:1820	Kategorio:1820
వర్గం:1821 మరణాలు	Kategorio:Mortintoj en 1821
వర్గం:1823	Kategorio:1823
వర్గం:1827	Kategorio:1827
వర్గం:1830	Kategorio:1830
వర్గం:1831 మరణాలు	Kategorio:Mortintoj en 1831
వర్గం:1832 మరణాలు	Kategorio:Mortintoj en 1832
వర్గం:1833 మరణాలు	Kategorio:Mortintoj en 1833
వర్గం:1834	Kategorio:1834
వర్గం:1834 మరణాలు	Kategorio:Mortintoj en 1834
వర్గం:1835	Kategorio:1835
వర్గం:1836	Kategorio:1836
వర్గం:1836 మరణాలు	Kategorio:Mortintoj en 1836
వర్గం:1837 మరణాలు	Kategorio:Mortintoj en 1837
వర్గం:1838	Kategorio:1838
వర్గం:1839	Kategorio:1839
వర్గం:1840	Kategorio:1840
వర్గం:1842	Kategorio:1842
వర్గం:1843	Kategorio:1843
వర్గం:1846	Kategorio:1846
వర్గం:1846 మరణాలు	Kategorio:Mortintoj en 1846
వర్గం:1847	Kategorio:1847
వర్గం:1847 మరణాలు	Kategorio:Mortintoj en 1847
వర్గం:1848	Kategorio:1848
వర్గం:1849	Kategorio:1849
వర్గం:1850 మరణాలు	Kategorio:Mortintoj en 1850
వర్గం:1851	Kategorio:1851
వర్గం:1851 మరణాలు	Kategorio:Mortintoj en 1851
వర్గం:1852	Kategorio:1852
వర్గం:1853	Kategorio:1853
వర్గం:1854	Kategorio:1854
వర్గం:1856	Kategorio:1856
వర్గం:1856 మరణాలు	Kategorio:Mortintoj en 1856
వర్గం:1857	Kategorio:1857
వర్గం:1857 మరణాలు	Kategorio:Mortintoj en 1857
వర్గం:1858	Kategorio:1858
వర్గం:1858 మరణాలు	Kategorio:Mortintoj en 1858
వర్గం:1859	Kategorio:1859
వర్గం:1860	Kategorio:1860
వర్గం:1861	Kategorio:1861
వర్గం:1861 మరణాలు	Kategorio:Mortintoj en 1861
వర్గం:1862	Kategorio:1862
వర్గం:1863	Kategorio:1863
వర్గం:1864	Kategorio:1864
వర్గం:1865	Kategorio:1865
వర్గం:1866	Kategorio:1866
వర్గం:1866 మరణాలు	Kategorio:Mortintoj en 1866
వర్గం:1868	Kategorio:1868
వర్గం:1869	Kategorio:1869
వర్గం:1869 మరణాలు	Kategorio:Mortintoj en 1869
వర్గం:1870	Kategorio:1870
వర్గం:1871	Kategorio:1871
వర్గం:1872	Kategorio:1872
వర్గం:1872 మరణాలు	Kategorio:Mortintoj en 1872
వర్గం:1874	Kategorio:1874
వర్గం:1875	Kategorio:1875
వర్గం:1876	Kategorio:1876
వర్గం:1877	Kategorio:1877
వర్గం:1878 మరణాలు	Kategorio:Mortintoj en 1878
వర్గం:1879	Kategorio:1879
వర్గం:1880	Kategorio:1880
వర్గం:1881	Kategorio:1881
వర్గం:1882	Kategorio:1882
వర్గం:1883	Kategorio:1883
వర్గం:1884	Kategorio:1884
వర్గం:1885	Kategorio:1885
వర్గం:1886	Kategorio:1886
వర్గం:1886 మరణాలు	Kategorio:Mortintoj en 1886
వర్గం:1887	Kategorio:1887
వర్గం:1889	Kategorio:1889
వర్గం:1890	Kategorio:1890
వర్గం:1891	Kategorio:1891
వర్గం:1891 మరణాలు	Kategorio:Mortintoj en 1891
వర్గం:1892	Kategorio:1892
వర్గం:1892 మరణాలు	Kategorio:Mortintoj en 1892
వర్గం:1893	Kategorio:1893
వర్గం:1894	Kategorio:1894
వర్గం:1894 మరణాలు	Kategorio:Mortintoj en 1894
వర్గం:1895	Kategorio:1895
వర్గం:1895 మరణాలు	Kategorio:Mortintoj en 1895
వర్గం:1896 మరణాలు	Kategorio:Mortintoj en 1896
వర్గం:1897	Kategorio:1897
వర్గం:1899	Kategorio:1899
వర్గం:1899 మరణాలు	Kategorio:Mortintoj en 1899
వర్గం:1900 మరణాలు	Kategorio:Mortintoj en 1900
వర్గం:1901 మరణాలు	Kategorio:Mortintoj en 1901
వర్గం:1905 మరణాలు	Kategorio:Mortintoj en 1905
వర్గం:1906 మరణాలు	Kategorio:Mortintoj en 1906
వర్గం:1908 మరణాలు	Kategorio:Mortintoj en 1908
వర్గం:1909 మరణాలు	Kategorio:Mortintoj en 1909
వర్గం:1910 మరణాలు	Kategorio:Mortintoj en 1910
వర్గం:1912 మరణాలు	Kategorio:Mortintoj en 1912
వర్గం:1913 మరణాలు	Kategorio:Mortintoj en 1913
వర్గం:1914 మరణాలు	Kategorio:Mortintoj en 1914
వర్గం:1915 మరణాలు	Kategorio:Mortintoj en 1915
వర్గం:1916 మరణాలు	Kategorio:Mortintoj en 1916
వర్గం:1917 మరణాలు	Kategorio:Mortintoj en 1917
వర్గం:1918 మరణాలు	Kategorio:Mortintoj en 1918
వర్గం:1919 మరణాలు	Kategorio:Mortintoj en 1919
వర్గం:1920 మరణాలు	Kategorio:Mortintoj en 1920
వర్గం:1921 మరణాలు	Kategorio:Mortintoj en 1921
వర్గం:1923 మరణాలు	Kategorio:Mortintoj en 1923
వర్గం:1925 మరణాలు	Kategorio:Mortintoj en 1925
వర్గం:1926 మరణాలు	Kategorio:Mortintoj en 1926
వర్గం:1927 మరణాలు	Kategorio:Mortintoj en 1927
వర్గం:1932 మరణాలు	Kategorio:Mortintoj en 1932
వర్గం:1935 మరణాలు	Kategorio:Mortintoj en 1935
వర్గం:1936 మరణాలు	Kategorio:Mortintoj en 1936
వర్గం:1939 మరణాలు	Kategorio:Mortintoj en 1939
వర్గం:1940 మరణాలు	Kategorio:Mortintoj en 1940
వర్గం:1941 మరణాలు	Kategorio:Mortintoj en 1941
వర్గం:1944 మరణాలు	Kategorio:Mortintoj en 1944
వర్గం:1948 మరణాలు	Kategorio:Mortintoj en 1948
వర్గం:1951 మరణాలు	Kategorio:Mortintoj en 1951
వర్గం:1952 మరణాలు	Kategorio:Mortintoj en 1952
వర్గం:1953 మరణాలు	Kategorio:Mortintoj en 1953
వర్గం:1954 మరణాలు	Kategorio:Mortintoj en 1954
వర్గం:1955 మరణాలు	Kategorio:Mortintoj en 1955
వర్గం:1956 మరణాలు	Kategorio:Mortintoj en 1956
వర్గం:1957 మరణాలు	Kategorio:Mortintoj en 1957
వర్గం:1958 మరణాలు	Kategorio:Mortintoj en 1958
వర్గం:1961	Kategorio:1961
వర్గం:1964	Kategorio:1964
వర్గం:1964 మరణాలు	Kategorio:Mortintoj en 1964
వర్గం:1965	Kategorio:1965
వర్గం:1965 మరణాలు	Kategorio:Mortintoj en 1965
వర్గం:1966	Kategorio:1966
వర్గం:1967	Kategorio:1967
వర్గం:1967 మరణాలు	Kategorio:Mortintoj en 1967
వర్గం:1968 మరణాలు	Kategorio:Mortintoj en 1968
వర్గం:1969	Kategorio:1969
వర్గం:1970	Kategorio:1970
వర్గం:1970 మరణాలు	Kategorio:Mortintoj en 1970
వర్గం:1971 మరణాలు	Kategorio:Mortintoj en 1971
వర్గం:1972	Kategorio:1972
వర్గం:1972 మరణాలు	Kategorio:Mortintoj en 1972
వర్గం:1973	Kategorio:1973
వర్గం:1973 మరణాలు	Kategorio:Mortintoj en 1973
వర్గం:1974	Kategorio:1974
వర్గం:1975	Kategorio:1975
వర్గం:1976	Kategorio:1976
వర్గం:1977 మరణాలు	Kategorio:Mortintoj en 1977
వర్గం:1978	Kategorio:1978
వర్గం:1979	Kategorio:1979
వర్గం:1980	Kategorio:1980
వర్గం:1981	Kategorio:1981
వర్గం:1982	Kategorio:1982
వర్గం:1982 మరణాలు	Kategorio:Mortintoj en 1982
వర్గం:1983	Kategorio:1983
వర్గం:1983 మరణాలు	Kategorio:Mortintoj en 1983
వర్గం:1984	Kategorio:1984
వర్గం:1984 మరణాలు	Kategorio:Mortintoj en 1984
వర్గం:1985	Kategorio:1985
వర్గం:1985 మరణాలు	Kategorio:Mortintoj en 1985
వర్గం:1986	Kategorio:1986
వర్గం:1987	Kategorio:1987
వర్గం:1987 మరణాలు	Kategorio:Mortintoj en 1987
వర్గం:1988	Kategorio:1988
వర్గం:1989	Kategorio:1989
వర్గం:1989 మరణాలు	Kategorio:Mortintoj en 1989
వర్గం:1990	Kategorio:1990
వర్గం:1990 మరణాలు	Kategorio:Mortintoj en 1990
వర్గం:1991	Kategorio:1991
వర్గం:1992	Kategorio:1992
వర్గం:1993	Kategorio:1993
వర్గం:1994	Kategorio:1994
వర్గం:1995	Kategorio:1995
వర్గం:1995 మరణాలు	Kategorio:Mortintoj en 1995
వర్గం:1996	Kategorio:1996
వర్గం:1996 మరణాలు	Kategorio:Mortintoj en 1996
వర్గం:1997	Kategorio:1997
వర్గం:1997 మరణాలు	Kategorio:Mortintoj en 1997
వర్గం:1999	Kategorio:1999
వర్గం:2000	Kategorio:2000
వర్గం:2000 మరణాలు	Kategorio:Mortintoj en 2000
వర్గం:2001	Kategorio:2001
వర్గం:2001 మరణాలు	Kategorio:Mortintoj en 2001
వర్గం:2002	Kategorio:2002
వర్గం:2002 మరణాలు	Kategorio:Mortintoj en 2002
వర్గం:2003 మరణాలు	Kategorio:Mortintoj en 2003
వర్గం:2004	Kategorio:2004
వర్గం:2004 మరణాలు	Kategorio:Mortintoj en 2004
వర్గం:2005	Kategorio:2005
